num_samples,run,mi_emp,mi_miller,mi_chao,seed
800,21,3.889825450204187,-4.045174549795813,3.3699488104399533,2330408642
800,22,3.830822652967951,-3.7835523470320487,3.5182600776399706,2745334208
800,23,3.8701167321414314,-5.072383267858569,3.5127636567306304,2998750412
800,24,3.8764469251733615,-3.9123030748266387,3.5818680263649108,1812442257
800,25,3.7555944123526226,-4.451905587647377,3.3147533393986968,44406697
800,26,3.814674148662969,-4.116575851337031,3.465176309857553,3759784760
800,27,3.833309211654493,-3.897315788345507,3.48880667450803,2186061013
800,28,3.757353853983954,-4.366396146016045,3.406941465473914,1111354773
800,29,3.9838247587292885,-5.196175241270711,3.7171159043550475,2798633611
1600,0,3.6550042998912486,-2.7353082001087516,3.364926233944351,2101196199
1600,1,3.6309497200531347,-2.8143627799468653,3.234794231121222,3557893526
1600,2,3.7442520221268394,-2.8194979778731604,3.4149583945475874,3626334219
1600,3,3.804510755028158,-2.484551744971842,3.497644995295962,1121002899
1600,4,3.78717225346986,-2.6653277465301395,3.4657941564936223,697401319
1600,5,3.795754616854218,-2.805807883145782,3.5155912781225602,899129799
1600,6,3.6873150929915015,-2.139247407008498,3.372858248042801,3688414974
1600,7,3.708436643361713,-2.5234383566382865,3.4061493401514658,982597103
1600,8,3.612537454400721,-2.858087545599279,3.3143051182026753,3203350328
1600,9,3.7100673662425585,-3.0380576337574414,3.3868223370671835,405024623
1600,10,3.8177066114149962,-3.002293388585004,3.5783977496368875,3067501206
1600,11,3.7242592177353036,-2.2073032822646965,3.439392952852052,4164014323
1600,12,3.689499648363208,-2.800500351636792,3.3802629500782144,2360796276
1600,13,3.6789495412599535,-2.0435504587400466,3.390454194830948,3418146250
1600,14,3.5891227520800557,-2.384627247919944,3.2871829740280987,1718332746
1600,15,3.7093405417878307,-2.5062844582121695,3.370950096105876,2700153618
1600,16,3.7019305929437785,-1.901194407056222,3.4254650351037292,2969932171
1600,17,3.5837860045240237,-2.3662139954759764,3.277542852208104,2642304891
1600,18,3.7246851483657064,-2.637189851634294,3.4253908057467295,2186532935
1600,19,3.670282952319278,-2.1562795476807217,3.3836442259553863,4033342311
1600,20,3.6539323573756572,-2.561692642624343,3.3638880664926365,292560913
1600,21,3.6685759644820486,-2.5845490355179512,3.408133652281048,539918205
1600,22,3.714257161526424,-2.4844928384735763,3.380572711213321,378618359
1600,23,3.686083146501126,-2.2639168534988743,3.460200114921951,1588341804
1600,24,3.7048350107311663,-2.950164989268834,3.376239538433311,1542410025
1600,25,3.687523551824384,-2.5656014481756158,3.2711551123442844,2466636359
1600,26,3.7435300952686177,-2.6155324047313826,3.472044930940127,630211816
1600,27,3.7698737280765275,-2.8495012719234722,3.5035677412220023,4021767820
1600,28,3.662099946605201,-2.252900053394799,3.32724377926437,2089501847
1600,29,3.637211742895637,-2.224975757104363,3.3438634483051644,3974829262
3200,0,3.5264537943960086,-1.1401087056039918,3.2465892141836283,3913414756
3200,1,3.5346713468475137,-0.5053286531524863,3.2691282364907606,1900607025
3200,2,3.5315250418388153,-0.7584749581611847,3.276064087580455,219380339
3200,3,3.5155020444536405,-0.7557479555463598,3.277625413391605,2063444971
3200,4,3.5562332850936844,-0.8637667149063155,3.2783793773010768,3198505829
3200,5,3.5549547774931725,-0.6428577225068279,3.3105969667229393,4216068958
3200,6,3.5471398325610703,-0.6372351674389298,3.276026937375021,1114096068
3200,7,3.6068155699648177,-1.050684430035182,3.3458820130733433,3395585020
3200,8,3.6233791227325742,-1.0461521272674261,3.347173874132942,2075705794
3200,9,3.5500749293331655,-0.8153938206668343,3.279607370475592,572444972
3200,10,3.5806353736158787,-0.8934271263841209,3.3038617420058127,3953877060
3200,11,3.5765336684845135,-0.9375288315154862,3.327754169760682,2586960067
3200,12,3.5486020250140378,-1.0076479749859626,3.290789567148848,2436542548
3200,13,3.541464572736597,-0.7038479272634026,3.2875678884953246,2161194533
3200,14,3.565854917636612,-0.8478950823633884,3.265590676440676,784307255
3200,15,3.573645573730916,-1.0407294262690838,3.309156359708386,2589746739
3200,16,3.603524981317051,-0.6091312686829493,3.3254922168511794,241606331
3200,17,3.543719412380524,-0.7137805876194765,3.2976873858810074,3008152687
3200,18,3.53564264587029,-0.7131073541297104,3.2394566654471886,2555929983
3200,19,3.5814121138449693,-1.1993691361550312,3.2976936248462136,2549532214
3200,20,3.5645424040554374,-1.0417075959445627,3.288035210623776,3768252680
3200,21,3.6021578956391735,-0.9665921043608261,3.2943930664850676,2430374087
3200,22,3.5756230104364874,-0.5967207395635121,3.29942930046353,1957251833
3200,23,3.5342858818300087,-0.8794641181699916,3.204312851702614,1187393729
3200,24,3.5515721057257696,-0.7304591442742305,3.3005314618362793,1917332255
3200,25,3.6114349721611454,-0.7448150278388548,3.3553847860023835,844898173
3200,26,3.5924145651079495,-0.7739916848920503,3.3211033091521975,183443746
3200,27,3.600760478302835,-1.0658020216971655,3.3127311701721256,1858358093
3200,28,3.60563175527113,-1.1646807447288703,3.288931033715272,3863666784
3200,29,3.5196074583518477,-0.9216425416481524,3.2301810914472595,3298340362
6400,0,3.4627457028678226,0.4939957028678226,3.2387443899246025,395147459
6400,1,3.466705746718418,0.797643246718418,3.276572409486661,3225624356
6400,2,3.450432696684093,0.8585576966840929,3.217604754208917,1281391454
6400,3,3.426415618433186,0.516259368433186,3.187906676811498,543331977
6400,4,3.4813528281264237,0.5336965781264236,3.259950352184116,4102195764
6400,5,3.433523452603989,0.4110234526039891,3.2229180948803724,305484277
6400,6,3.440020898587729,0.5765833985877293,3.207156227544397,3584076711
6400,7,3.4552697859376664,0.5178479109376664,3.222010811434655,700307328
6400,8,3.4569779613610123,0.5701029613610125,3.2423524471368017,2782095850
6400,9,3.4420642478950185,0.5240954978950185,3.207663018245306,2441747891
6400,10,3.4758257499282763,0.6324663749282764,3.243428134275058,705219392
6400,11,3.4668657231473166,0.5531157231473167,3.253123216659534,540716197
6400,12,3.5004244808518266,0.6791744808518265,3.2875480690368666,164844478
6400,13,3.481137502096354,0.388090627096354,3.2621949923700355,124120633
6400,14,3.4618136822886107,0.45361055728861066,3.2507809420521916,4256313761
6400,15,3.4963373478586828,0.6105560978586828,3.2923702865169573,936062403
6400,16,3.4347544349020502,0.5753794349020502,3.2157328302531716,3602563580
6400,17,3.438052723126731,0.5761777231267309,3.218684265697343,21497813
6400,18,3.424646267669271,0.7007400176692706,3.2281413786233992,1085016207
6400,19,3.4532677041310276,0.5247520791310274,3.232160842094961,2332308945
6400,20,3.4712841634724825,0.3792529134724827,3.290973041981916,374524854
6400,21,3.490557767292131,0.6036827672921312,3.2502780655039496,307937133
6400,22,3.4750033159575153,0.5139876909575154,3.2486593938885946,617503234
6400,23,3.4814548326858255,0.5752048326858255,3.245031351621811,3651943970
6400,24,3.452288266027143,0.44197576602714284,3.2661253980039993,719561891
6400,25,3.5159230683979636,0.5115480683979636,3.312492850356537,4028848113
6400,26,3.432267490002621,0.5728924900026211,3.2280797389868434,2581085083
6400,27,3.4874741791733292,0.542396054173329,3.243240848972585,3924361697
6400,28,3.47439542313756,0.49783292313756,3.2447530226782315,1335917486
6400,29,3.483609383346451,0.5742343833464512,3.303251033790338,1197534061
12800,0,3.3751582832421754,1.5513301582421755,3.2228140166532397,962037316
12800,1,3.365167631233426,1.570206693733426,3.202377869446507,3275907779
12800,2,3.3658831207999107,1.6501018707999107,3.2098404621783345,1158775966
12800,3,3.3773445332631127,1.6072273457631128,3.2226371447087576,1481250030
12800,4,3.3661395275771806,1.4623504650771806,3.2040499595580267,3592326103
12800,5,3.3741205344016123,1.6006049094016124,3.2227927284926468,3695089076
12800,6,3.3889769629078685,1.6227269629078684,3.2207813967581314,482531904
12800,7,3.3802327398102,1.5947639898102002,3.220346749905129,4102574009
12800,8,3.389573454848918,1.5909015798489181,3.2484845239943008,3932309315
12800,9,3.3784974519658295,1.5546693269658296,3.227002594805364,2462492119
12800,10,3.3659822063945963,1.6144978313945963,3.2149561068495247,3840928421
12800,11,3.3579563467087468,1.5381516592087467,3.2087300995876546,1593840270
12800,12,3.363698919434162,1.582448919434162,3.198752619453414,1999957154
12800,13,3.3935639503179047,1.6172358253179047,3.245413757376526,725505516
12800,14,3.3791171870565506,1.5541171870565507,3.21889422317106,2883854721
12800,15,3.3695905758084024,1.6621687008084023,3.1933070588692827,3452174703
12800,16,3.3605245744102454,1.4963058244102454,3.2003854434563572,5808957
12800,17,3.3672388385885217,1.6132544635885218,3.211649808116566,1081682266
12800,18,3.3486190530859385,1.5785018655859386,3.2069023977620796,175443044
12800,19,3.3633050257953094,1.5206097132953094,3.197168280560739,3034461683
12800,20,3.364312920657664,1.5991566706576639,3.217886615597209,156076402
12800,21,3.368850234205091,1.620490859205091,3.2118619028149538,476157938
12800,22,3.3901466353231484,1.5899903853231485,3.243286904964247,4117923395
12800,23,3.3715617675627136,1.5952336425627136,3.2340773508565683,4124955769
12800,24,3.3631233578759954,1.5267171078759953,3.19469015139984,2111802127
12800,25,3.359630386671082,1.595724136671082,3.1905692770648173,662495053
12800,26,3.3898746722399196,1.6086246722399196,3.2495397161229254,252959008
12800,27,3.3622878166672194,1.6045925041672193,3.2053898773091967,1335449780
12800,28,3.3868082426821164,1.6055582426821164,3.223135995237149,1687872596
12800,29,3.4061705512197538,1.6263658637197538,3.2463905528723345,1673030293
25600,0,3.326697330277902,2.308103580277902,3.2258463691716757,479060041
25600,1,3.3220009540670823,2.2617470478170825,3.2036779752606663,3139354329
25600,2,3.322930960400278,2.301134085400278,3.2142472915698677,1336452921
25600,3,3.3161367264737702,2.25269922647377,3.2050883184963155,3535387884
25600,4,3.315579054718544,2.271360304718544,3.2184704423327957,2475281018
25600,5,3.338509767727677,2.271810548977677,3.232651310458136,3242866873
25600,6,3.3113789880760827,2.2446797693260825,3.208295975288213,1955192238
25600,7,3.3463076753129197,2.2860733003129194,3.243299478314106,966372265
25600,8,3.3517397700390443,2.2623647700390443,3.2345378548629755,3168854636
25600,9,3.3346583486413657,2.290439598641366,3.239794236253345,3898797213
25600,10,3.3198037768610646,2.2819912768610644,3.2180307811683093,2028707858
25600,11,3.309551854919409,2.246075292419409,3.191943348309016,1034206572
25600,12,3.327538928006806,2.289687365506806,3.211332052167979,1766474993
25600,13,3.3311085868853905,2.2611867118853906,3.22581065557522,4221453932
25600,14,3.313350477506937,2.2628817275069366,3.1951467055797282,229378172
25600,15,3.3350282361349457,2.3037782361349457,3.231458004200943,3543342375
25600,16,3.299115085676563,2.270911960676563,3.1840100535903026,3964582177
25600,17,3.3236259753617006,2.2185478503617007,3.2024922973901218,1731022881
25600,18,3.3392290377262874,2.2757524752262874,3.2278420907672145,1397081093
25600,19,3.3298207756765397,2.2727895256765396,3.228708895415961,3676196776
25600,20,3.3156610802722106,2.2489618615222104,3.200309192673655,1541639751
25600,21,3.3362664180295365,2.2339226680295363,3.241030282517991,3207551904
25600,22,3.339707527741135,2.320957527741135,3.233113352675948,1486555529
25600,23,3.3174610055136604,2.27964850551366,3.211185631941471,3771927218
25600,24,3.3073023332098828,2.2406031144598826,3.19056309548089,1700169060
25600,25,3.3425808879524173,2.305080887952417,3.231887052932859,833513427
25600,26,3.3235719092829594,2.2921656592829596,3.2222267966730436,2235090395
25600,27,3.34258450082703,2.28235012582703,3.2346401747096007,2547815933
25600,28,3.33677071174494,2.24091133674494,3.2272298533595585,28466212
25600,29,3.3182866018792723,2.235395976879272,3.202385866633893,794083980
51200,0,3.2857342201685924,2.6778240639185924,3.2162686149649846,435469710
51200,1,3.2747002107965955,2.6732744295465953,3.2015499552180584,1183678028
51200,2,3.2805808208020846,2.6580808208020845,3.204246642625862,3327780908
51200,3,3.28070280779189,2.67441374529189,3.2032223185377644,1383865918
51200,4,3.30297156318081,2.7080301569308096,3.235524596617991,1205049081
51200,5,3.2969432265858494,2.6825486953358495,3.216914180693479,3920040715
51200,6,3.27513386573359,2.64939167823359,3.204403090038412,374687883
51200,7,3.2838733316925026,2.6873108316925025,3.2102800164026575,3437695578
51200,8,3.289974243219147,2.682064086969147,3.220450004165633,4186599735
51200,9,3.289548219403418,2.683259156903418,3.2215563571163184,1629649493
51200,10,3.284826356640746,2.672052919140746,3.209574549935957,1252753583
51200,11,3.29795787277439,2.69328990402439,3.2274375422254065,1110607711
51200,12,3.273854256780158,2.6935026942801583,3.20371563611045,2650383417
51200,13,3.290070328670831,2.6902656411708312,3.2138551074978396,2931796897
51200,14,3.3100377612364564,2.715096354986456,3.237630994349293,3144643424
51200,15,3.299498799472765,2.6851042682227653,3.222285024371348,4105650285
51200,16,3.289291308040193,2.686244433040193,3.221473193298944,3579288354
51200,17,3.2715681669220515,2.6652791044220514,3.1984301118800733,1315858308
51200,18,3.282542252199857,2.6811164709498567,3.208030873726604,4070253048
51200,19,3.295691244543221,2.712097494543221,3.221090865799394,2195846764
51200,20,3.272302453242684,2.6822243282426843,3.2062391756638973,3190417573
51200,21,3.2873780701893622,2.6794679139393622,3.222621359294791,205061688
51200,22,3.29867482235513,2.69400685360513,3.227247392109363,3802143952
51200,23,3.288779132457474,2.677626788707474,3.222945699901781,1651079031
51200,24,3.2845253016193894,2.668509676619389,3.212215197979379,2997194143
51200,25,3.2851625199372965,2.6529359574372964,3.2054880277560125,2696016008
51200,26,3.3025844405787232,2.6995375655787233,3.229452746623364,1092357987
51200,27,3.2775805540599094,2.6891235228099095,3.200353172227795,830311116
51200,28,3.2917651196633173,2.695202619663317,3.21744259770859,2127383523
51200,29,3.2819242165444926,2.6934671852944927,3.208126554645875,4153498380
102400,0,3.2464513367718464,2.9116954773968464,3.2012977069944526,3852874054
102400,1,3.2568133952505107,2.9050360515005105,3.21040910910945,3732495909
102400,2,3.261211514847547,2.9102447179725472,3.218588319605649,2978561781
102400,3,3.274481143633933,2.915408878008933,3.2327693714192547,3477662101
102400,4,3.270100177519897,2.9264283025198967,3.2246253696111875,3495242479
102400,5,3.2716986509718495,2.9239740415968494,3.227680425090973,3927807980
102400,6,3.2796387678944594,2.9319141585194592,3.2382411335844767,3740794421
102400,7,3.2638412749269037,2.908011196801904,3.216776601537052,948919159
102400,8,3.2538243501941135,2.9133946626941136,3.2095005759235136,1918359151
102400,9,3.26154873785811,2.9040975659831103,3.2138784780030445,2193029882
102400,10,3.2622938010275764,2.9186219260275763,3.216074428242343,321120261
102400,11,3.258050088153242,2.914378213153242,3.21028032391976,247222253
102400,12,3.2429533343712365,2.8871232562462366,3.1970572944375175,2129159766
102400,13,3.2617920080464113,2.9173095861714113,3.2186761882343347,4032328814
102400,14,3.2762068915306184,2.924429547780618,3.2297514846798996,3153574620
102400,15,3.2628876293511055,2.9119208324761057,3.2186675491083836,206296504
102400,16,3.267673644763409,2.9102224728884094,3.2216954589822304,3149543648
102400,17,3.2606934462703414,2.908916102520341,3.216249017076826,2550884395
102400,18,3.2582323222631935,2.9105077128881933,3.214486044534734,2245517678
102400,19,3.259517776390224,2.915845901390224,3.212586160640256,448515832
102400,20,3.2688841346440594,2.926833353394059,3.222745324750517,1749096571
102400,21,3.2660403502051256,2.9118313658301256,3.220587796613563,3688599820
102400,22,3.268421099765245,2.905296099765245,3.2256384939121587,2065608787
102400,23,3.2646834982733264,2.9266854513983263,3.2194395520149257,1216096076
102400,24,3.270680912307247,2.915661381057247,3.2255968772028565,1351731959
102400,25,3.2745305704965624,2.9381536173715626,3.2304172041973334,4053556954
102400,26,3.272195700557406,2.937439841182406,3.2300025521118116,558732735
102400,27,3.26930531805308,2.91428578680308,3.2211234167895313,980170981
102400,28,3.2565264374717398,2.9023174530967397,3.2127530901660672,6343272
102400,29,3.260836058514661,2.915543089764661,3.21610024082321,2733247807
204800,0,3.2521657076236092,3.0531764498111094,3.2244916091821985,733316041
204800,1,3.2442258366302195,3.0464523991302195,3.2179306525244096,987451260
204800,2,3.2474489621459846,3.0375173215209847,3.2208942127649105,2794313087
204800,3,3.2504221386653693,3.049406513665369,3.2253946652885634,1524004362
204800,4,3.2424400842617587,3.0365611780117585,3.2162778454051377,4245438206
204800,5,3.2470579571880798,3.04766342593808,3.221796558787071,4010475083
204800,6,3.2468779466961912,3.050725602946191,3.222103491845633,2780544107
204800,7,3.251772900871323,3.0475150883713233,3.2244845246541414,2848545821
204800,8,3.2449295435813923,3.0463455592063924,3.2194711208731746,113364535
204800,9,3.247781249564822,3.047981444877322,3.219662857955638,132697140
204800,10,3.249392497644793,3.052024333582293,3.2221014837269633,350351660
204800,11,3.243810041739156,3.044820783926656,3.21729349541913,2422817416
204800,12,3.253850450958028,3.0548611931455283,3.2288353658118463,1643201392
204800,13,3.247485470717784,3.044848751967784,3.221179321652318,410299895
204800,14,3.251416382310742,3.0516165776232422,3.225227380838854,4157894253
204800,15,3.245473596536522,3.048105432474022,3.22051900220884,3794298440
204800,16,3.2496212733968264,3.0583322108968263,3.22448456892298,3766088473
204800,17,3.244345296396924,3.050624593271924,3.2175634942187106,3547489731
204800,18,3.240845587566689,3.037803595379189,3.215457532012398,3015371456
204800,19,3.242213279510871,3.040792381073371,3.2146359879128776,3953383246
204800,20,3.2504529755573657,3.0490320771198656,3.2225303017447984,3927959524
204800,21,3.2582756761996983,3.0544231371371984,3.2318072379554095,902156253
204800,22,3.244407177460536,3.045823193085536,3.2167021325861147,1097953204
204800,23,3.2521990466677266,3.0568572497927264,3.225358918413938,422052362
204800,24,3.2518694566105584,3.0540960191105584,3.226904551119693,3876798220
204800,25,3.2464340294242184,3.0490658653617184,3.220361033665077,935123537
204800,26,3.245565024008224,3.052654867758224,3.221551661782438,4099164578
204800,27,3.2518430501923135,3.0524485189423136,3.226562756672044,987217236
204800,28,3.2478208663118817,3.0468052413118816,3.2210664560382294,614322881
204800,29,3.2423056421439505,3.0457480249564504,3.2170684270409886,482036443
409600,0,3.2279851737426846,3.1104558768676847,3.2122434137550164,1660656957
409600,1,3.2315953714391608,3.1152818948766607,3.2164000282788265,577329976
409600,2,3.2400009461678625,3.1271322938241126,3.225341137259459,464134020
409600,3,3.2327086112143704,3.1157872244956204,3.2182523668814786,1317643899
409600,4,3.2357023688556286,3.1214152594806284,3.221390096047683,1610757155
409600,5,3.2288988662497218,3.1144091201559716,3.214260097909719,1238165279
409600,6,3.238432968307599,3.124551132370099,3.2230155441847423,1686887492
409600,7,3.234790508766185,3.118882305641185,3.221094455146119,3171886298
409600,8,3.2397008110408443,3.1268321586970944,3.2246413909100613,3491543242
409600,9,3.2365163012744276,3.1177711840869278,3.2227874416938755,1111743398
409600,10,3.2398640543820463,3.1290217692257962,3.225957242201071,1400257504
409600,11,3.2370697715084056,3.1213642051021555,3.222794987746535,1312102813
409600,12,3.2373593160245875,3.1261117574308375,3.223258695543627,2231768876
409600,13,3.2368841660047956,3.1223944199110454,3.222596699266361,565473399
409600,14,3.2389114575612687,3.1228006177175187,3.2248270088608626,1352496942
409600,15,3.232120476654835,3.119251824311085,3.217904553883611,1989074323
409600,16,3.239892474876921,3.128442279564421,3.2255918390179836,2452089524
409600,17,3.2369200120435853,3.121011808918585,3.2225908859378434,1087726251
409600,18,3.2352614516318052,3.120366432100555,3.2206708553667824,2977611845
409600,19,3.243662149644768,3.128564493394768,3.2286474779871006,1059078134
409600,20,3.2379256118760047,3.1256648696885048,3.2225234462295806,770689031
409600,21,3.2319833172005232,3.117696207825523,3.2165727189854754,3330442419
409600,22,3.2293293505771707,3.1142316943271706,3.2157291941076642,3486450101
409600,23,3.2373146802190895,3.1236354810003397,3.2228518466032225,2242938817
409600,24,3.2386583935982394,3.1263976514107394,3.22542464678007,4087198175
409600,25,3.235816406244938,3.123758300776188,3.2212258610059936,4029633106
409600,26,3.235349340054169,3.122480687710419,3.2221143504185186,3451440137
409600,27,3.2363823294760667,3.123311040413567,3.2216317072719356,2554263086
409600,28,3.2407590678706164,3.1256614116206163,3.225708270294345,929588699
409600,29,3.2394051217335367,3.1247127389210365,3.2261880144990376,437201383
819200,0,3.224573206449241,3.157804407621116,3.21647329081114,1648249153
819200,1,3.2262891877186917,3.1627625763905667,3.2186827784042586,1676185572
819200,2,3.227716452850757,3.162163474335132,3.2201217941373925,1817680883
819200,3,3.232374515552074,3.167429447192699,3.224800820873738,729233950
819200,4,3.229220432769445,3.16387009097257,3.221230322480802,3749997707
819200,5,3.226198418804671,3.158923028179671,3.2183400607345023,1073483453
819200,6,3.2294320525920526,3.1653988494670524,3.221931046267066,3173476923
819200,7,3.2329416511691136,3.167186035934739,3.22562186135201,2106324124
819200,8,3.2276254342124027,3.162883002571778,3.2198591742266442,3515471288
819200,9,3.2263869718204354,3.1593142179141855,3.2184811776826496,2205147168
819200,10,3.22920792828457,3.164262859925195,3.221832725010815,708102102
819200,11,3.2308145196577733,3.1661734063765232,3.2226751626831684,2900606444
819200,12,3.234838957535203,3.169893889175828,3.227350368866043,4226842826
819200,13,3.2308816166638366,3.1652273197888365,3.223397783642452,2218276028
819200,14,3.230580500825365,3.16502752230974,3.2231946018363535,525044755
819200,15,3.232940757606249,3.166779868934374,3.2254445139380032,178945815
819200,16,3.22910417981422,3.164361748173595,3.2213583113797513,2980917988
819200,17,3.2306852184354895,3.1655375133573647,3.2233085542044093,2233651911
819200,18,3.2321277501319052,3.16576422474128,3.2248856104147547,918177485
819200,19,3.229011092965626,3.163964706246876,3.22171434843263,66698819
819200,20,3.2302653459445594,3.1645097307101846,3.2225866616309786,4139266667
819200,21,3.231358516383107,3.167933223414357,3.223330625719116,245298985
819200,22,3.2277154398099626,3.1619598245755878,3.2198451471996132,4220113331
819200,23,3.2348969052864884,3.1694452451302384,3.227396955590619,2722982870
819200,24,3.2309614401186373,3.1676374655092623,3.2231759372561535,1936186488
819200,25,3.2289297164616926,3.1635793746648178,3.220994924847923,847833801
819200,26,3.2288558266230734,3.1623909828730734,3.220991675369095,1044898189
819200,27,3.2316644594104744,3.1664154359729744,3.22419047790235,197189329
819200,28,3.2296868695834497,3.165754984817825,3.2227900271030263,3398874415
819200,29,3.227749493880717,3.162500470443217,3.2199810060771563,1997221759
