Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller
20,0,3202.4580006599426,3140.517669439316,4140.2498943805695,2944.0392553806305,357.7581470012665,467.4572560787201,408.4179332256317,258.7719919681549,0.012953758239746094,0.023141860961914062
40,0,3534.2826879024506,4286.722842693329,4240.673499107361,3866.979599714279,374.7715721130371,282.5914874076843,375.55130338668823,263.89823508262634,0.03265380859375,0.03298139572143555
80,0,1577.892318725586,1459.3740465641022,1093.485916376114,1119.0065541267395,347.13475275039673,200.86754179000854,348.37534046173096,304.9964008331299,0.03441262245178223,0.03463029861450195
200,0,253.1282331943512,247.74445796012878,255.76837611198425,253.4886965751648,222.969890832901,225.45410299301147,220.08236122131348,225.91374135017395,0.03614640235900879,0.035988807678222656
20,1,3735.523854494095,3737.7084810733795,3697.876919031143,3766.2193582057953,399.16491317749023,409.16386675834656,364.6774296760559,419.47536158561707,0.029506444931030273,0.029393672943115234
40,1,3920.900990486145,3597.8430049419403,4108.586852788925,3811.847750902176,228.1838788986206,394.00752997398376,392.4056098461151,373.3374352455139,0.017384052276611328,0.017406940460205078
80,1,1728.3248085975647,1140.7920088768005,1674.6263406276703,1693.8781909942627,352.60721349716187,286.8839695453644,272.79195737838745,351.91872930526733,0.03484010696411133,0.03498649597167969
200,1,158.21936464309692,157.73263812065125,159.00215029716492,159.97957825660706,265.30767703056335,249.11661958694458,162.03518557548523,280.2019557952881,0.01988077163696289,0.020099639892578125
20,2,3738.084557056427,2098.948857307434,3730.4512193202972,3017.568879365921,408.35757780075073,409.60558462142944,409.64597821235657,362.27805376052856,0.01579904556274414,0.01577901840209961
40,2,3285.189794778824,4348.067495107651,4254.396568536758,3893.427321434021,390.32999753952026,223.0966567993164,387.66047859191895,380.4714558124542,0.032555341720581055,0.03242182731628418
80,2,2248.275225162506,1709.8707613945007,2004.5989146232605,2171.619784593582,236.5166621208191,214.32566356658936,380.9218225479126,214.78147172927856,0.03434276580810547,0.03454995155334473
200,2,572.3956937789917,574.9833166599274,451.6225531101227,547.2385010719299,285.06753730773926,269.05487632751465,286.9786915779114,270.1620063781738,0.03693842887878418,0.03738737106323242
20,3,3866.0390293598175,3213.8306744098663,3471.341039657593,2949.7295236587524,355.8625798225403,241.50972294807434,283.6690273284912,357.7980480194092,0.03031182289123535,0.030501127243041992
40,3,3201.72936296463,3036.452829837799,3861.1029155254364,4173.448389291763,374.07451152801514,375.40649247169495,384.7980101108551,375.31793689727783,0.032537221908569336,0.03256487846374512
80,3,1595.5548658370972,1053.9271876811981,1630.512166261673,1354.289514541626,345.19157671928406,399.14865589141846,377.5533616542816,280.9806582927704,0.03483247756958008,0.034951210021972656
200,3,206.3868763446808,243.83727097511292,248.10716271400452,251.01264905929565,292.152704000473,257.934636592865,284.54806661605835,266.192019701004,0.0369722843170166,0.03704071044921875
20,4,3686.8487224578857,3618.4715447425842,3122.2327411174774,2808.3771064281464,417.8046305179596,299.6257498264313,425.6913957595825,426.0285794734955,0.029291868209838867,0.029473066329956055
40,4,3905.3906705379486,3977.5428643226624,3413.9786479473114,3419.9428203105927,346.74737668037415,233.46910500526428,414.4936239719391,233.1384027004242,0.03234720230102539,0.0331881046295166
80,4,1602.275182723999,1393.5482921600342,1545.997673034668,1697.088604927063,210.79591822624207,362.4898450374603,210.83015775680542,245.7890865802765,0.03491997718811035,0.03524518013000488
200,4,280.06721091270447,268.71999883651733,292.78239250183105,271.54533290863037,268.97354388237,264.7484040260315,266.119323015213,268.98571157455444,0.020097732543945312,0.02799367904663086
20,5,3625.5786850452423,4035.1495842933655,2940.694789648056,3723.0524270534515,426.3584291934967,425.9425673484802,427.63058972358704,428.31172943115234,0.029471874237060547,0.0296783447265625
40,5,4379.213193655014,4264.865480184555,4094.427795648575,4156.85901594162,388.074120759964,384.51367831230164,231.18063807487488,384.79191064834595,0.03249812126159668,0.03240346908569336
80,5,1750.8549149036407,1080.3268966674805,1696.5095524787903,1500.868243932724,322.2510459423065,355.1048128604889,240.71013593673706,363.3771848678589,0.01871180534362793,0.0187375545501709
200,5,202.30701637268066,198.2268524169922,204.89999651908875,194.80518245697021,232.87198972702026,238.29230070114136,233.34299039840698,233.61651849746704,0.03686332702636719,0.03685259819030762
20,6,3713.611550807953,3800.793215751648,3747.0607385635376,3489.9642193317413,407.55136823654175,236.9441316127777,407.8337106704712,377.8599464893341,0.02947545051574707,0.029682636260986328
40,6,4178.250228881836,4657.353648424149,4801.284759759903,4293.310946464539,222.64039587974548,367.9462444782257,304.7561252117157,243.72692680358887,0.032178401947021484,0.03249692916870117
80,6,1808.3816766738892,1819.176658153534,1819.1527473926544,1812.94020986557,252.73087191581726,361.37379932403564,207.10769152641296,369.056743144989,0.034769296646118164,0.03593802452087402
