Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,HyLeak
8,0,0.300838393846597,1.172931417102411,-0.2551903121902218,0.040962161900388,0.5715432255766018,0.699746453186208,0.5475081044586104,0.6775166792176409,1.1721234991876064,0.2932172491876064,0.0489676615409369,1.1560076653742188
16,0,0.3671712513758052,0.8049144420372838,-0.0700503679114981,0.2300330757983775,0.3208161811585855,0.433005724587752,0.338702136205518,0.4506259190017412,0.8046493854789434,0.3651962604789434,0.0489676615409369,0.6548756307667969
32,0,0.1714871512626086,0.3907853968766437,-0.0265197650963084,0.1624009908949166,0.2768188818214607,0.2768637973167895,0.2707040650575846,0.2722187845017172,0.3906967289123826,0.1709701664123826,0.0489676615409369,0.3571324323572266
80,0,0.1310398349682281,0.1971774011057943,0.1961098667327674,0.1960986313736033,0.0947697319722018,0.1650903962784931,0.0944637923594884,0.1646985184591021,0.184007279413501,0.096116654413501,0.0489676615409369,0.14546447197625
8,1,0.5522496280252802,1.4243426512810942,0.0325626360061164,0.4452687310560704,0.8739368246798911,0.8797614383868542,0.8637202112879666,0.8645607735631244,1.42424108808467,0.5453348380846701,0.0489676615409369,1.18803405510625
16,1,0.326019196826935,0.7637623874884137,-0.1438099520815935,0.1376542222536588,0.4349966919081945,0.4840941736022662,0.4319831646198146,0.4797913982149155,0.763176294655024,0.323723169655024,0.0489676615409369,0.8161378584003907
32,1,0.1736358183872353,0.3929340640012704,0.0325293274801987,0.2263673972164347,0.2292553111329356,0.2485453419485548,0.2256862532519761,0.2455945064119414,0.3928192101933887,0.1730926476933887,0.0489676615409369,0.4017813955341797
80,1,0.0962826577896544,0.1821605203850742,0.0733112174465052,0.1579293205250057,0.0969857829745563,0.1607709537028113,0.0966938245851471,0.1605355013791091,0.1790663731913526,0.0911757481913526,0.0489676615409369,0.17464006840625
8,2,0.7064083820225179,1.4717145044714974,-0.1179011700467989,0.2362435042416506,0.9588074020466596,0.9598518638176492,0.9649381701066928,0.9668510375485734,1.401420725972228,0.522514475972228,0.0489676615409369,1.115158189375
16,2,0.3698011755867882,0.8075443662482669,-0.0792839177037004,0.2143514429752581,0.3059101196649363,0.4182121091783107,0.3000014183682782,0.4121712478854373,0.8074230087980143,0.3679698837980143,0.0489676615409369,0.7444997024640625
