Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,HyLeak
10,0,0.2560486146443629,0.690831223340015,0.2908261307608499,0.8553477247152832,0.6825560338521152,0.6930621669987406,0.6349729301342278,0.6461161463006285,0.7065093342339126,0.244970872695451,0.4839265164235447,0.3718584060102432
20,0,0.349040289057591,0.6727812962518356,0.3520628490799355,0.7058473270362117,0.6765199014665357,0.6932894882838454,0.6898791729369923,0.7054147876485602,0.6863526668558095,0.3401988207019634,0.4839265164235447,0.3537540491433452
40,0,0.3965825806779202,0.5730531689132143,0.3771020637088031,0.5700900096022181,0.5738020131417743,0.5761928536621069,0.571015051986714,0.5733580949546029,0.5782904999531535,0.3936751153377689,0.4839265164235447,0.3330967873814429
100,0,0.5171691124935123,0.5790583633078445,0.5762775674183764,0.5762947243985617,0.5425405713230221,0.5709731636158559,0.542638986051002,0.5713094807422637,0.5833030107648156,0.4956107030725079,0.4839265164235447,0.3350288846413221
10,1,0.3821443996649423,0.732793750314293,0.2974567568666713,0.8651276146081402,0.7367712337321132,0.7632359255696394,0.6475503444368689,0.6763559341270426,0.749652293523575,0.3342676781389596,0.4839265164235447,0.3626761302631012
20,1,0.4284025925211996,0.6676052503285086,0.415190558284269,0.6479018993476321,0.5896847224695471,0.6809740663188639,0.5216554567320344,0.611736172867223,0.6788868697737307,0.4019637928506537,0.4839265164235447,0.3809507152914764
40,1,0.3880056747641835,0.5798351596664926,0.3801862986642964,0.5279836763916504,0.6007702096439661,0.6034288559998942,0.5717954855274835,0.5753123896025668,0.588435189715784,0.3807428820234763,0.4839265164235447,0.340733315641469
100,1,0.4621167203252362,0.5497416242452977,0.5522690207134036,0.5521702324956841,0.5089975754233096,0.5440623458933679,0.5062064238782406,0.540841139929856,0.549743856400335,0.4620515487080273,0.4839265164235447,0.3349656382203765
10,2,0.2415759526143452,0.6497392179204677,0.2238666259601129,0.7889498929302161,0.5615476834700356,0.6914901571979841,0.4752234030910116,0.6052510158873905,0.6707232036844966,0.209184742146035,0.4839265164235447,0.3501658020765187
20,2,0.3733317149026424,0.6891211885868529,0.3821474673754889,0.7310043379364546,0.6278387260807452,0.7160209871552584,0.6200166112645785,0.7045817398474051,0.7020137042094405,0.3558598580555944,0.4839265164235447,0.3641929588867293
40,2,0.3825145949761177,0.5781667688891612,0.3736026398778316,0.5469060490236551,0.5146594659431728,0.5745850929795756,0.5094059560433443,0.5704639910511133,0.5842894886128089,0.3765971809205012,0.4839265164235447,0.3302171699080583
100,2,0.4121399363401045,0.4987660761577336,0.5032981712057436,0.5031384568288613,0.473491355321708,0.4910644239228411,0.4736818575797745,0.4913405296262365,0.4997174237751061,0.4120251160827984,0.4839265164235447,0.33062592279539
10,3,0.3972020489153997,0.8109951523636756,0.412406110500156,0.8701088269011709,0.6888872036238246,0.7769585823170413,0.7053100169839086,0.7977424891227953,0.8681821520865913,0.3143359982404374,0.4839265164235447,0.3646672816060521
20,3,0.4069551525624419,0.7458255844561297,0.4231795289429644,0.7296718508528297,0.638105518588913,0.7753733257012007,0.6064027136542702,0.7472637225811934,0.7684254852069725,0.3761177928992802,0.4839265164235447,0.3644661873628324
40,3,0.4197911792864063,0.6251965846918117,0.4131807128076207,0.5816709789263911,0.6462220430437013,0.6494991774050632,0.6378404781251324,0.640776676007656,0.6305995922827394,0.4113688230519702,0.4839265164235447,0.3354962780263753
100,3,0.4613268776016697,0.5432234293258076,0.5458445799342725,0.5458331619390496,0.5172193665806791,0.5363694007680236,0.51506423885125,0.533284278019586,0.5478369592835666,0.4601446515912589,0.4839265164235447,0.3297713853067079
10,4,0.9120239419332709,1.0718302373327866,0.7913954251099765,1.0131536625931632,1.0237642208534523,1.0186170545032582,0.8614345181430871,0.8638855646731359,1.0510849001848332,0.5433925924925256,0.4839265164235447,0.3554926785360473
20,4,0.5011639873870553,0.774848197913371,0.4749459282696534,0.8061223464822619,0.5813601792670015,0.6792801062875704,0.6553024780851772,0.7550522025361832,0.7878669815017729,0.4878669815017729,0.4839265164235447,0.369450898331375
40,4,0.4634310489600234,0.63009771562669,0.4806626720627089,0.6246582824131318,0.6478591493289578,0.6472390024447441,0.6322614676531485,0.6320431558670409,0.6335917040703931,0.46051478099347,0.4839265164235447,0.3365821969027793
100,4,0.4789568648252235,0.5564551653010903,0.5605631764833969,0.5600765559995389,0.5328096506981858,0.5608540798744781,0.5256968145116679,0.553734119507442,0.5610479439176643,0.4733556362253566,0.4839265164235447,0.3358861404756263
10,5,0.1584240260711548,0.668424026071155,0.2726438507926106,0.6727383054588935,0.7837854883654573,0.7839857791585444,0.7203304654656267,0.7254562443661147,0.8301827825408488,0.0455673979254641,0.4839265164235447,0.361036219212735
