Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,N
16,0,1.5423945560576573,2.4498968684166296,1.544118688081898,2.451016653234101,2.436629159257684,2.437821817780212,2.459819361036426,2.4611043574093,2.638118184109876,1.6401181841098762,2.3481423446422562,1000000
33,0,2.0398642659452344,2.4085094247268595,2.0430208619660024,2.41167721650148,2.4306245044006713,2.430665500410497,2.4398221602252135,2.439894797301839,2.502675660278001,2.0187968723992133,2.3481423446422562,1000000
66,0,2.441383771671359,2.4419299032278574,2.440094718940281,2.440090871816009,2.3999999020382377,2.4013744663421837,2.403259206824818,2.4046101802262845,2.428356266660069,2.186416872720675,2.3481423446422562,1000000
165,0,2.3979336308704804,2.398848897737947,2.395303054642143,2.395300410915719,2.347488024636111,2.372948095740535,2.348175453681873,2.373680682920741,2.3808423300754518,2.284066572499694,2.3481423446422562,1000000
16,1,1.5459303847143704,2.453358688618392,1.55087252408524,2.4583934035907813,2.435505992703317,2.436654470558603,2.460931338946428,2.4616130580905717,2.6360479399446985,1.6380479399446986,2.3481423446422562,1000000
33,1,1.9842300980418135,2.416946567225378,1.98825460476012,2.4216252708151718,2.4287571890168556,2.428790350688573,2.4378534304908834,2.4382228749101182,2.50224204756402,2.0183632596852323,2.3481423446422562,1000000
66,1,2.443472117351224,2.4446438149266987,2.443207075833257,2.443223900420312,2.402362379244395,2.403735901697623,2.405060218513805,2.40635559767699,2.4301336306729358,2.188194236733542,2.3481423446422562,1000000
165,1,2.3964805854232387,2.3967065062709754,2.3935897030453632,2.3935875120321293,2.3481507129519725,2.3719601325836432,2.349045462278811,2.372855625718441,2.380320739190858,2.2835449816151003,2.3481423446422562,1000000
16,2,1.5572274390455285,2.4647302283696177,1.5582900217925288,2.4666945441950228,2.468245501347107,2.469703710479472,2.489840029031165,2.4912059170948138,2.652181744201707,1.654181744201707,2.3481423446422562,1000000
33,2,2.0214554914718894,2.414572761598799,2.025866605473158,2.419063727625037,2.433099837622998,2.4331832678858993,2.4430219738474652,2.442944396491386,2.505353421392911,2.0214746335141234,2.3481423446422562,1000000
66,2,2.4389024041592196,2.4428988158847784,2.438520614750476,2.438588878615801,2.3985083554806583,2.398431900807228,2.400618055813248,2.400663417936987,2.4270772767232422,2.1851378827838484,2.3481423446422562,1000000
165,2,2.3979394047826545,2.396456114082029,2.3979526160351683,2.397957317587391,2.3474179037447183,2.3714247392584364,2.3484733377858356,2.3725197732010286,2.380237246870248,2.28346148929449,2.3481423446422562,1000000
16,3,1.5342696806301162,2.4395826196398316,1.5384061307187835,2.4436435993848677,2.4364566795358935,2.436278865133096,2.463221781101381,2.464588117380207,2.638168894956184,1.6401688949561841,2.3481423446422562,1000000
33,3,2.038819162145938,2.409353707835481,2.04272603230671,2.4140220926337723,2.4224697621842632,2.4228106441297386,2.4330514330710638,2.4330929384565954,2.499625737997887,2.015746950119099,2.3481423446422562,1000000
66,3,2.436949459328618,2.435677735995994,2.4364909642662385,2.436522138207784,2.401465982239566,2.402614253770055,2.4036651149591823,2.404963950767015,2.427559378510651,2.185619984571257,2.3481423446422562,1000000
165,3,2.391105561362273,2.3899661961573617,2.3880827709737265,2.3880865877810535,2.3473151642877146,2.369230696162606,2.3480254325673915,2.3699480277756217,2.3780068245256816,2.281231066949924,2.3481423446422562,1000000
16,4,1.563103466706562,2.472658980765944,1.567087012140577,2.4778780445027957,2.4600528325260886,2.4590367457135036,2.4830963066599514,2.4831769967640276,2.649564811205865,1.651564811205865,2.3481423446422562,1000000
33,4,2.073719402691892,2.4108578449343327,2.0767183201602157,2.4137973989370654,2.4350669653198915,2.435095859710931,2.442980364265191,2.443129993561981,2.5040632528152553,2.0201844649364675,2.3481423446422562,1000000
66,4,2.4454722835265335,2.444298875267838,2.447593104292933,2.4475975970958803,2.4030702597272113,2.4044559420967184,2.4060406114270014,2.40726807447029,2.430628682852684,2.1886892889132903,2.3481423446422562,1000000
165,4,2.3974823896194986,2.3974855537999393,2.396696003402918,2.3966972771791775,2.349356105375245,2.374902573396527,2.3500672127336006,2.3755903670522973,2.3828991269024904,2.2861233693267327,2.3481423446422562,1000000
16,5,1.5761376873893862,2.488849602861493,1.5748970403226719,2.490283921417052,2.4750786341900084,2.4765013142958687,2.495013615514459,2.496104560320703,2.655632272022719,1.6576322720227188,2.3481423446422562,1000000
33,5,1.9788605376145725,2.4270524642708775,1.981239065819153,2.4293382347348853,2.441214515034618,2.4415738830700207,2.4485127414947243,2.448340752429096,2.508239236505924,2.024360448627136,2.3481423446422562,1000000
66,5,2.442447203642778,2.443758576690572,2.441924582451883,2.4418528762171947,2.4062615702474264,2.4061034237781924,2.4082387405209413,2.408242491850238,2.433323646791698,2.191384252852304,2.3481423446422562,1000000
165,5,2.39328560133226,2.3948599845985266,2.3913004103100106,2.391296749070887,2.3477190842160858,2.370942637157894,2.348884557379743,2.3720795649846,2.378867763312356,2.2820920057365983,2.3481423446422562,1000000
16,6,1.5861821821035194,2.5037810197808335,1.5874496015586161,2.5035706744497768,2.4795994966624204,2.480196757547252,2.4950521520080047,2.4956590016517404,2.658731555287088,1.6607315552870878,2.3481423446422562,1000000
33,6,2.0129630696970957,2.4110415237225853,2.016868945686332,2.4138554870929303,2.4297931733510163,2.4296432717899044,2.4397680282218954,2.439707098663466,2.500887422891412,2.0170086350126244,2.3481423446422562,1000000
66,6,2.440144679925479,2.441806976685541,2.4407486455131586,2.4407527971495,2.3939838341702924,2.395483448752659,2.396867872766417,2.3981312013325686,2.426243229804787,2.1843038358653932,2.3481423446422562,1000000
165,6,2.3952804223842827,2.3954980862419037,2.392681700283281,2.3926781810652007,2.3433830429403355,2.3684177320769577,2.344760542954893,2.36973341492606,2.3785161561595594,2.2817403985838016,2.3481423446422562,1000000
16,7,1.5713850993458423,2.4837420591018504,1.5751859482074293,2.4867213523505725,2.4646004908802377,2.465703335824334,2.4868847042626765,2.4881061259522843,2.656619996923352,1.658619996923352,2.3481423446422562,1000000
33,7,2.0437176750345056,2.4155874907258355,2.0485136814180525,2.4200228805194572,2.432383528039315,2.4321742079837514,2.4447557266880313,2.444756797506829,2.5058630723615956,2.0219842844828078,2.3481423446422562,1000000
66,7,2.4390467305052588,2.437613847649605,2.437233670409343,2.4372905007716485,2.401222753120597,2.401470331325852,2.4044208802655502,2.404429408946901,2.427352191495735,2.185412797556341,2.3481423446422562,1000000
165,7,2.3973882310284735,2.398094840518125,2.395570106522635,2.3955685930072224,2.349253528366139,2.373351208490722,2.3499184998734592,2.374054062820031,2.381715826046821,2.2849400684710632,2.3481423446422562,1000000
16,8,1.5774689274919391,2.486522801257535,1.5776170908982248,2.4901730399963546,2.4749366760617364,2.477243293737671,2.494727279540538,2.496222307085541,2.6578414039196963,1.6598414039196963,2.3481423446422562,1000000
33,8,1.9852353143427375,2.429611770603122,1.9902322206503245,2.4339047072394124,2.43702313027855,2.4374323335781765,2.446791212079051,2.446833763091802,2.5089139228726403,2.0250351349938525,2.3481423446422562,1000000
66,8,2.4458771686233365,2.4451828173357066,2.445338138642865,2.4453393361841207,2.401030138811794,2.4014689826691744,2.4048038554201963,2.4049012737069493,2.4308698085940366,2.1889304146546427,2.3481423446422562,1000000
165,8,2.3986708125792195,2.3970277697666713,2.3951296625594862,2.3951296775704245,2.3464179786927852,2.3718335615097508,2.347776838571339,2.373219114346937,2.381093178966262,2.2843174213905044,2.3481423446422562,1000000
16,9,1.5556050128036438,2.4653818236990532,1.5596286712311513,2.4712942514020066,2.4595830452396314,2.46047418131219,2.480690471449677,2.4820309015597277,2.6442955716658387,1.6462955716658387,2.3481423446422562,1000000
