Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,N,HyLeak
16,0,-0.3224945613423483,0.0371650605996213,-0.3214959964570594,0.0381609040837659,0.5364725501322416,0.5361537358890858,0.5303937418689577,0.5309196893365792,1.3910674581521296,0.4525908956521296,0.0567475325091928,55599,1.3866108769664063
32,0,-0.201792483042521,0.0949953103102093,-0.2021375745116563,0.0946505663160151,0.2292907841782993,0.345712050883623,0.2080497049360889,0.3236769300092874,0.7784139330999444,0.3091756518499444,0.0567475325091928,55599,0.7578493216326172
64,0,-0.0094797078899611,0.1938110986131641,-0.0134915178015593,0.1897679384026627,0.2364169362034448,0.2619762192283729,0.222541491155204,0.2480970853998812,0.4180721521098833,0.1834530114848833,0.0567475325091928,55599,0.3828220984475595
160,0,0.1996273167037544,0.1998779755172363,0.1968288212865097,0.1973259979116401,0.1731107343511374,0.1878803103693427,0.1730446772149899,0.1878285439277972,0.2025503123116454,0.1087026560616454,0.0567475325091928,55599,0.14349922591011718
16,1,-0.2383018732893622,0.1489460118651452,-0.2377920789571798,0.1487355497684624,0.5330867400422715,0.5329514261147356,0.516885760592497,0.5169363319781481,1.4064422596260855,0.4679656971260857,0.0567475325091928,55599,1.3726312851371094
32,1,-0.185472449318276,0.1130067553051185,-0.185103010997546,0.1133499918422185,0.1756825432906854,0.3266046711836015,0.1578703317778937,0.3094388001280785,0.7988310526079871,0.3295927713579871,0.0567475325091928,55599,0.7673974918410156
64,1,0.019888790122872,0.2244833799776601,0.0147382903085424,0.2191308750064013,0.2744199634398268,0.2791755630875952,0.2650253832591748,0.2697185047213371,0.4405613814295073,0.2059422408045073,0.0567475325091928,55599,0.35260663039118256
160,1,0.1708778998629296,0.1882604096499626,0.1688378836907472,0.1862716516636067,0.1194157587583983,0.1812255929264849,0.1193946571424516,0.1812106643558226,0.1937511437976278,0.0999034875476278,0.0567475325091928,55599,0.14371195634240233
16,2,-0.3216840617498798,0.0379704538133661,-0.3211579801670073,0.0385413116372308,0.4316967079300403,0.4321550674150231,0.4293533499079105,0.4301863990378533,1.3837741536404249,0.4452975911404246,0.0567475325091928,55599,1.4060339294404296
32,2,-0.1950622923776845,0.1000759559141357,-0.1965947727334774,0.0985526474139426,0.103147904638885,0.2757899630526405,0.0883716802080218,0.2596895111228917,0.7817002385968959,0.3124619573468958,0.0567475325091928,55599,0.796860780505957
64,2,-0.0264462228193476,0.1763942098269788,-0.0305440141512994,0.1722483697970431,0.2376276969004964,0.2584263883613319,0.2293495840074995,0.2500548515169733,0.4359616561806003,0.2013425155556003,0.0567475325091928,55599,0.371763871619264
160,2,0.2122411979386679,0.2127154820585751,0.2085857189706298,0.2086752252219624,0.1866300058619475,0.1980674108575014,0.1862676171717085,0.1977288245446802,0.2170849849467551,0.1232373286967551,0.0567475325091928,55599,0.1521004455815039
16,3,-0.1460073617815716,0.2543173589082452,-0.144697740219141,0.2553869856242028,0.5437211911011508,0.543632216749069,0.5349595620329306,0.5339415444444351,1.427968684898385,0.489492122398385,0.0567475325091928,55599,1.3225007744960937
32,3,-0.1640022383419865,0.1352795524199293,-0.1647781748027718,0.1343176135297139,0.1560254417329469,0.284120372241721,0.1431520302420956,0.2712089637808907,0.8156840803360428,0.3464457990860428,0.0567475325091928,55599,0.7450287896364258
64,3,0.010694331091896,0.214466448895762,0.0085912326533835,0.2123416815451889,0.1238041869575085,0.2673086153484924,0.112455258240343,0.2555657574660881,0.4521707264772026,0.2175515858522025,0.0567475325091928,55599,0.3871530937969661
