Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,N,HyLeak
16,0,1.5423945560576573,2.4498968684166296,1.544118688081898,2.451016653234101,2.436629159257684,2.437821817780212,2.459819361036426,2.4611043574093,2.638118184109876,1.6401181841098762,2.348142344642256,1000000,2.343070377314882
33,0,2.0398642659452344,2.4085094247268595,2.0430208619660024,2.41167721650148,2.430624504400672,2.430665500410497,2.439822160225213,2.439894797301839,2.502675660278001,2.0187968723992133,2.348142344642256,1000000,2.346032168701751
66,0,2.441383771671359,2.4419299032278574,2.440094718940281,2.440090871816009,2.3999999020382377,2.401374466342184,2.403259206824818,2.4046101802262845,2.428356266660069,2.186416872720675,2.348142344642256,1000000,2.3415250773172573
165,0,2.3979336308704804,2.398848897737947,2.395303054642143,2.395300410915719,2.347488024636111,2.372948095740535,2.348175453681873,2.373680682920741,2.380842330075452,2.284066572499694,2.348142344642256,1000000,2.3438670900119982
16,1,1.5459303847143704,2.453358688618392,1.55087252408524,2.4583934035907813,2.435505992703317,2.436654470558603,2.460931338946428,2.461613058090572,2.6360479399446985,1.6380479399446986,2.348142344642256,1000000,2.3517264605508332
33,1,1.9842300980418133,2.416946567225378,1.98825460476012,2.421625270815172,2.428757189016856,2.428790350688573,2.4378534304908834,2.4382228749101182,2.50224204756402,2.0183632596852323,2.348142344642256,1000000,2.3385873607297243
66,1,2.443472117351224,2.4446438149266987,2.443207075833257,2.443223900420312,2.402362379244395,2.403735901697623,2.405060218513805,2.40635559767699,2.430133630672936,2.188194236733542,2.348142344642256,1000000,2.346645446505455
165,1,2.3964805854232387,2.396706506270976,2.3935897030453632,2.3935875120321293,2.3481507129519725,2.3719601325836432,2.349045462278811,2.372855625718441,2.380320739190858,2.2835449816151003,2.348142344642256,1000000,2.346951063632567
16,2,1.5572274390455283,2.4647302283696177,1.5582900217925288,2.4666945441950228,2.468245501347107,2.469703710479472,2.489840029031165,2.4912059170948138,2.652181744201707,1.654181744201707,2.348142344642256,1000000,2.341901718792484
33,2,2.0214554914718894,2.414572761598799,2.025866605473158,2.419063727625037,2.433099837622998,2.4331832678859,2.443021973847465,2.442944396491386,2.505353421392911,2.021474633514124,2.348142344642256,1000000,2.3513171371759367
66,2,2.43890240415922,2.4428988158847784,2.438520614750476,2.438588878615801,2.3985083554806583,2.398431900807228,2.400618055813248,2.400663417936987,2.4270772767232422,2.1851378827838484,2.348142344642256,1000000,2.3432506695166206
165,2,2.3979394047826545,2.396456114082029,2.3979526160351683,2.397957317587391,2.3474179037447183,2.3714247392584364,2.348473337785836,2.3725197732010286,2.380237246870248,2.28346148929449,2.348142344642256,1000000,2.3462847652330785
16,3,1.5342696806301162,2.439582619639832,1.5384061307187835,2.443643599384868,2.436456679535893,2.436278865133096,2.463221781101381,2.464588117380207,2.638168894956184,1.640168894956184,2.348142344642256,1000000,2.3308110455034727
33,3,2.038819162145938,2.409353707835481,2.04272603230671,2.4140220926337723,2.4224697621842632,2.4228106441297386,2.433051433071064,2.433092938456596,2.499625737997887,2.015746950119099,2.348142344642256,1000000,2.3452132438708153
66,3,2.436949459328618,2.435677735995994,2.4364909642662385,2.436522138207784,2.401465982239566,2.402614253770055,2.4036651149591823,2.404963950767015,2.427559378510651,2.185619984571257,2.348142344642256,1000000,2.342198800418395
165,3,2.391105561362273,2.3899661961573617,2.3880827709737265,2.388086587781053,2.3473151642877146,2.369230696162606,2.3480254325673915,2.3699480277756217,2.3780068245256816,2.281231066949924,2.348142344642256,1000000,2.3471104602706387
16,4,1.563103466706562,2.472658980765944,1.567087012140577,2.477878044502796,2.4600528325260886,2.459036745713504,2.4830963066599514,2.483176996764028,2.649564811205865,1.651564811205865,2.348142344642256,1000000,2.3500398919021728
33,4,2.073719402691892,2.4108578449343327,2.076718320160216,2.4137973989370654,2.4350669653198915,2.435095859710931,2.442980364265191,2.443129993561981,2.5040632528152558,2.0201844649364675,2.348142344642256,1000000,2.348579804213262
66,4,2.445472283526533,2.444298875267838,2.447593104292933,2.4475975970958803,2.4030702597272118,2.4044559420967184,2.406040611427001,2.40726807447029,2.430628682852684,2.1886892889132903,2.348142344642256,1000000,2.3498872058173483
165,4,2.3974823896194986,2.3974855537999398,2.396696003402918,2.396697277179177,2.349356105375245,2.374902573396527,2.3500672127336006,2.3755903670522973,2.3828991269024904,2.2861233693267327,2.348142344642256,1000000,2.3464318827138277
16,5,1.5761376873893862,2.488849602861493,1.574897040322672,2.490283921417052,2.4750786341900084,2.4765013142958687,2.495013615514459,2.496104560320703,2.655632272022719,1.6576322720227188,2.348142344642256,1000000,2.3418898512582005
