Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,HyLeak
20,0,1.414796066495082,2.312726687308838,1.2610520952210147,2.127212669361839,2.057079969523737,2.0557707545802275,2.061269812435543,2.0612200310239723,2.312628361257576,1.414428361257576,1.9710899200718952,1.971514508325132
40,0,1.701747678280675,2.1550499125060623,1.7788476996016895,2.060884137247343,2.043002468002494,2.04327968064933,2.046432377373457,2.046434715132732,2.149124221416117,1.687549221416117,1.9710899200718952,1.980009762962813
80,0,1.940894031259249,2.1044831932446826,2.1330021215510784,2.132968197125012,2.021522069851456,2.0215693995574164,2.024056289544508,2.024103935269564,2.069666174599905,1.838878674599905,1.9710899200718952,1.960833537213936
200,0,1.962331640222956,2.028736358102712,2.0405018847472984,2.040489845838392,2.001382513331829,2.00138137295056,2.0020993938538103,2.0021149820896427,2.0117982792264533,1.9169882792264528,1.9710899200718952,1.967666356570795
20,1,1.4190592134952382,2.342116907725816,1.3851924329967085,2.152677862688446,2.0834461686785666,2.083991739633999,2.088177070212064,2.087945735261842,2.3420877174379866,1.4189377174379865,1.9710899200718952,1.966001105351206
40,1,1.71486723422292,2.168972207413928,1.7979972288659218,2.07571333211357,2.055839348142524,2.0558558251789902,2.0591270362145933,2.059065776669744,2.163487816357605,1.7019128163576045,1.9710899200718952,1.977377697105872
80,1,1.943599971786253,2.107200730288389,2.13413097158489,2.134121011122201,2.0253592417688893,2.0253351956400625,2.0276793427176085,2.0276418380521783,2.0718117310191992,1.8410242310191995,1.9710899200718952,1.9607565581083823
200,1,1.9647416486921776,2.029403402891357,2.042742720445315,2.0427407847270027,1.9990033402505336,1.9990247241841983,1.99943418778686,1.999424652927136,2.011698622327982,1.919383622327982,1.9710899200718952,1.9648552164725488
20,2,1.4441080823905068,2.3422182713716087,1.3008523803990133,2.172873375130247,2.11395659147295,2.1137908493938977,2.1179927030994383,2.1180019222741047,2.342186868057879,1.443986868057879,1.9710899200718952,1.966295395103988
40,2,1.7205065586026254,2.163952621303193,1.803488216515365,2.066023233657064,2.0483880106534134,2.048381733459202,2.049986097004229,2.050109809351903,2.159577849077549,1.7104778490775492,1.9710899200718952,1.966969664697623
80,2,1.8826572835077005,2.088726750894637,2.110430820652457,2.1104323065223545,2.0209954020351133,2.021157878449836,2.021729630639466,2.021672372894005,2.069990228476427,1.839202728476427,1.9710899200718952,1.963538732797809
200,2,1.963601058656863,2.0300118233507964,2.0400119643646604,2.0400137403734333,1.9997057037083483,1.999695983691569,2.000669362942543,2.0006798766822023,2.01233485989518,1.91752485989518,1.9710899200718952,1.9652347375848185
20,3,1.417621189822836,2.340678884053413,1.3020153848579077,2.176481008502381,2.113166740802662,2.113154877761484,2.119841060011457,2.1201577270211223,2.340659704137015,1.4175097041370148,1.9710899200718952,1.96105685441462
40,3,1.6982750005464755,2.1625747067168968,1.7913657597854675,2.0726335387553645,2.0506637799074445,2.0508221734728647,2.053846284520537,2.053827946691636,2.155904393078389,1.681854393078389,1.9710899200718952,1.9660619689463428
80,3,1.9319002991622112,2.0999733358578325,2.127747948119905,2.1277014597806647,2.0132744319060127,2.013138044722202,2.015659514274364,2.0156033975255565,2.06448438460953,1.8274593846095304,1.9710899200718952,1.973309443621569
200,3,1.961082854364268,2.0292384063398368,2.037522926382646,2.037519199630262,1.9989159308167448,1.9989702340238928,1.9992847275905192,1.9992863203004487,2.0118704185145946,1.9145654185145944,1.9710899200718952,1.965289930598224
20,4,1.4201224491918214,2.3180530700055773,1.2913070593294322,2.126244355568866,2.061383453311961,2.0613968621272662,2.068822382484806,2.068854370525371,2.317951569757925,1.419751569757925,1.9710899200718952,1.9791289400518333
40,4,1.7055156711431343,2.154453082999381,1.7707045161178263,2.069382448144028,2.0395791647723205,2.039532340427137,2.042150347734061,2.042080960591096,2.145863424819844,1.6842884248198435,1.9710899200718952,1.961648348384127
80,4,1.932416671616051,2.0960638326307466,2.1209884917182333,2.120969229728538,2.009715594733849,2.0095533692582053,2.0102454568119863,2.010223510144675,2.0601903099719445,1.8294028099719448,1.9710899200718952,1.968856015272633
200,4,1.96460951381508,2.029261758067008,2.037741776452934,2.037727710603386,2.000306917771657,2.0002402321877915,2.0006503400905054,2.000637257667248,2.0122858066420823,1.9199708066420824,1.9710899200718952,1.9670913081011168
20,5,1.4108945971466205,2.3334910392813395,1.292216297353091,2.160127693715515,2.091076903476013,2.0904183567416674,2.0966174010047327,2.097076609663305,2.333227055253261,1.410077055253261,1.9710899200718952,1.966269026268865
40,5,1.7073398659483194,2.1612438879760507,1.7845649199227964,2.06851956998331,2.04662455856709,2.046563110081078,2.050153472842544,2.0499822870217304,2.155541492741536,1.693966492741536,1.9710899200718952,1.9585251359165663
80,5,1.935109031221392,2.103155256783703,2.1285308173934685,2.1284926767095773,2.021348240385926,2.0216629033209395,2.022342968191467,2.022412497168347,2.0680597874390427,1.831034787439043,1.9710899200718952,1.974583618216677
200,5,1.9609493538281333,2.0291025189702463,2.0375497961321005,2.0375557802606634,2.0007077783986214,2.000661386600739,2.0011998867494114,2.001220351240012,2.0119570258155948,1.9146520258155948,1.9710899200718952,1.966605561538337
20,6,1.4270336195973,2.324964240411056,1.2748733526348963,2.143138360594848,2.080360501463508,2.08077473527996,2.085249230165977,2.0854493383939428,2.3248617894199315,1.4266617894199314,1.9710899200718952,1.940075395060764
