Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,N
8,0,0.5324192984857649,1.1088598409054269,0.5407671635073988,1.1169422569361445,1.483786201633884,1.4855923834638132,1.4852034589385554,1.486439201559503,1.9601733637147971,1.0263354730897971,1.100368150143142,999936
16,0,0.7240676494107526,1.1048047212235634,0.7283413712387662,1.1088391042890877,1.2399756276609055,1.2401532148298036,1.241401260003683,1.2413977934857494,1.585492119516708,1.118573174204208,1.100368150143142,999936
32,0,0.8771501674662724,1.0918578303721869,0.8782271372939326,1.0929560175663524,1.1740646560819574,1.1741151960520757,1.174531023979903,1.1745491009517417,1.3643005340026848,1.1308410613464348,1.100368150143142,999936
80,0,1.2086850540972593,1.2086690110610985,1.2152605559315217,1.2152603170469076,1.1421282827791024,1.1421569672361358,1.1422159942044856,1.142252269493381,1.2083249712112911,1.1149411821487911,1.100368150143142,999936
8,1,0.5093776318049811,1.0917301823383512,0.5177799918903756,1.0998909889675461,1.448831335623932,1.4495065105620775,1.4446581494809292,1.4462762914242115,1.9408893737282273,1.0070514831032273,1.100368150143142,999936
16,1,0.6814332018987467,1.0536190008901671,0.6841496459489009,1.056607819993877,1.2281779305628173,1.2283754397435023,1.2265453554719663,1.2265072050303774,1.5731368505081225,1.1062179051956225,1.100368150143142,999936
32,1,0.8796238892601563,1.094904221607204,0.880565802974503,1.095827057036196,1.1598926332527617,1.1599219102050529,1.159357572756476,1.159352259139537,1.349699857558777,1.116240384902527,1.100368150143142,999936
80,1,1.2168463595176149,1.2169163356559738,1.2230537188981019,1.2230528128310083,1.141939778989448,1.1419399792830331,1.1419428691368239,1.1419478383754733,1.2056491294648914,1.1122653404023914,1.100368150143142,999936
8,2,0.49505549452723796,1.022977854854935,0.5008413245259956,1.028798739840965,1.4859834581844438,1.4879570388070062,1.4821792844603447,1.4836238351437425,1.9532480629895268,1.0194101723645268,1.100368150143142,999936
16,2,0.6972383731903852,1.067876359402302,0.7010689829027349,1.0718605850577965,1.2384368591761374,1.2384212957270924,1.2373285764009174,1.2373115124378922,1.5770792580984745,1.1101603127859745,1.100368150143142,999936
32,2,0.8908735690476374,1.1059159789731614,0.8922152121048514,1.1071492497750528,1.1735801818963367,1.17366284153933,1.1736211159006842,1.1736177432101038,1.365286164643015,1.131826691986765,1.100368150143142,999936
80,2,1.2363334734230746,1.236389008306992,1.245038631612836,1.245042754302054,1.149152424306768,1.1492021655459328,1.149183537716001,1.1492254475036978,1.219485251807261,1.126101462744761,1.100368150143142,999936
8,3,0.5585653157543208,1.1204055572012932,0.5667663614598433,1.128023084416036,1.516308094695244,1.5179031024626828,1.5132039284644185,1.51434640840258,1.9848101249448025,1.0509722343198025,1.100368150143142,999936
16,3,0.719260753308678,1.092663406643228,0.7226279561045471,1.095855393969217,1.2626515546833281,1.2627683439456183,1.2629075634944789,1.262933554049917,1.607733971968293,1.140815026655793,1.100368150143142,999936
