Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,N,HyLeak
5,0,0.5048953190129337,0.8686806405296816,0.5015640940164562,0.8527335736015033,0.4678609303625528,0.7152905469937001,0.4609057092280823,0.7109057092280824,1.019745535150067,0.494745535150067,0.4530711269929828,1000000,0.37910182500549333
10,0,0.3186395308309516,0.5177243980850664,0.317976097548145,0.517132095593114,0.7685891881526999,0.8172773940949529,0.6257148880964916,0.6766493863086553,0.810833105527772,0.417083105527772,0.4530711269929828,1000000,0.3739463468994281
20,0,0.3027451161439592,0.4517498257548608,0.3064064875469626,0.4566955099144384,0.4547396659046056,0.5663035926843669,0.4426893402311807,0.5548002180274794,0.5786764122627108,0.3818014122627108,0.4530711269929828,1000000,0.37702397435083485
50,0,0.4688657642709015,0.5095496734538535,0.4672911356500099,0.5097888183861615,0.4540385013505015,0.5284645767619929,0.4537600782146853,0.528308430484896,0.549212157847951,0.470462157847951,0.4530711269929828,1000000,0.3522100719890856
5,1,0.1837357604784411,0.7091747276567998,0.1169841366904248,0.6399606994064915,0.4734675292934127,0.6014679480298245,0.3260063463819326,0.4542719771000456,0.4867847937525571,0.1367847937525571,0.4530711269929828,1000000,0.37401723531088804
10,1,0.2347367021212633,0.4474572041624264,0.2399907079724028,0.4532702441110788,0.5180880188129715,0.5949094258281266,0.4047953555728228,0.4796253999037638,0.4835059501311343,0.2210059501311342,0.4530711269929828,1000000,0.38697584872527124
20,1,0.3813674740434625,0.5035632998323669,0.3734310027054808,0.5029688328300278,0.5617474137302065,0.5722474101255934,0.5466714763263674,0.5524174556446739,0.5645179297952927,0.3895179297952927,0.4530711269929828,1000000,0.36214247959428286
50,1,0.3671487863988056,0.425254008530448,0.360937617645966,0.4193602821087607,0.4094187233790265,0.439500133888424,0.4112261835995586,0.4407179678659828,0.445731824445351,0.366981824445351,0.4530711269929828,1000000,0.3498465006914289
5,2,0.4997577419976118,0.8292280699253042,0.506636338967856,0.8291853327530562,0.5754333189989687,0.7785062570361715,0.5785156820926164,0.7855145052358755,1.0091997175585512,0.4841997175585512,0.4530711269929828,1000000,0.37383949329446614
10,2,0.363885381760256,0.6724319047759515,0.3055288221085329,0.6149115161136511,0.6330989532294512,0.6666908815778461,0.4729939257100973,0.5136640306719101,0.6285956219229205,0.3223456219229205,0.4530711269929828,1000000,0.3764617264949083
20,2,0.4045841225098366,0.5536190127120143,0.395429847145192,0.5416753311729114,0.4541290324345163,0.5523071506232599,0.4496633850984381,0.5482583416691579,0.5737194405697634,0.3987194405697634,0.4530711269929828,1000000,0.3696082234577588
50,2,0.4629513593981346,0.5407856629253315,0.4619480787109752,0.5387545825055604,0.4705146574858838,0.5426252165562101,0.4704111314495173,0.5429728238870983,0.5471824224999313,0.4684324224999313,0.4530711269929828,1000000,0.34699012215952
5,3,0.4072093927300915,0.7709697706370282,0.4153574577667179,0.779657640708174,0.6913007378899071,0.8014078441755671,0.6313152019149516,0.7374514881261045,0.8965650312369644,0.2840650312369643,0.4530711269929828,1000000,0.3633093263702248
10,3,0.3027285127817939,0.5173286537029537,0.3090465654416144,0.5246436714365313,0.6172110781437272,0.6803069838286924,0.5644891898008212,0.6297540768664689,0.7700341019841144,0.3762841019841144,0.4530711269929828,1000000,0.3610189156942229
20,3,0.3074765017476339,0.4723920336890616,0.3053465623154242,0.4738659601496183,0.5746357680301952,0.5836600802637494,0.5565387406982538,0.5650432275332692,0.5990364741198704,0.4021614741198703,0.4530711269929828,1000000,0.3766652897670725
50,3,0.5048637078466486,0.5450485222391367,0.506742197607591,0.5453418191500397,0.5273752298426404,0.560780099829245,0.5308920695538469,0.5648047986789783,0.5723068557659956,0.4935568557659956,0.4530711269929828,1000000,0.34041845242206
5,4,0.5982693118364504,0.983055347007586,0.4609996263733256,0.8684731223964632,0.8474467451644192,0.9586119486033328,0.6672390986104373,0.7690215721106276,1.0084152930138233,0.3959152930138232,0.4530711269929828,1000000,0.39096716756791605
10,4,0.4735292498739632,0.8071343778443624,0.4829514176087299,0.8054801712191284,0.6619829615190037,0.7967327520225005,0.6025692816518586,0.7401846616633027,0.8089486634262766,0.4589486634262766,0.4530711269929828,1000000,0.36280891373032864
