Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller
120,11,0.7838418483734131,0.7943899631500244,0.7972133159637451,0.7956681251525879,1.1151525974273682,1.125458002090454,1.1208531856536865,1.1112253665924072,0.009711265563964844,0.009762287139892578
12,12,1012.6049444675446,1263.0020310878754,1155.791830778122,1102.2446329593658,110.04243040084839,83.22263407707214,103.83426237106323,110.52678084373474,0.009130001068115234,0.009199380874633789
24,12,1176.1719779968262,1009.6030671596527,786.5324008464813,1015.3758728504181,16.037964582443237,24.634929180145264,14.387434005737305,24.612728595733643,0.017838478088378906,0.017928123474121094
48,12,155.67243075370789,179.02960085868835,188.3939712047577,171.38392281532288,2.3427932262420654,2.343207836151123,2.3462705612182617,2.343144655227661,0.009894847869873047,0.009988069534301758
120,12,1.4762778282165527,1.470231533050537,1.4783899784088135,1.4722554683685303,1.115422010421753,1.6955206394195557,1.9791533946990967,1.1108663082122803,0.01804375648498535,0.018126726150512695
12,13,1334.8844442367554,1483.500198841095,826.8870434761047,1321.2505190372467,103.81717467308044,103.83820533752441,103.9797248840332,104.31462168693542,0.017067670822143555,0.017216205596923828
24,13,734.012092590332,700.3221180438995,499.42531156539917,738.7352609634399,24.61011028289795,24.61005711555481,24.647812604904175,24.62571382522583,0.017807483673095703,0.01793670654296875
48,13,118.54042506217957,132.1493375301361,105.9584219455719,131.29314947128296,1.5886378288269043,1.6098926067352295,1.593238115310669,1.5882833003997803,0.017915964126586914,0.018060684204101562
120,13,0.7872128486633301,0.7826652526855469,0.7856981754302979,0.7816593647003174,1.5100793838500977,2.0187249183654785,1.1157941818237305,2.018732786178589,0.009725093841552734,0.009772300720214844
12,14,918.9525084495544,1039.4470336437225,1320.2530591487885,890.2076525688171,104.07876753807068,85.93164348602295,104.36490154266357,104.18648982048035,0.009162425994873047,0.009258270263671875
24,14,721.3715312480927,732.3642466068268,887.8421034812927,904.7824268341064,19.955849409103394,19.456674098968506,19.5212984085083,19.651689529418945,0.017977476119995117,0.018101215362548828
48,14,156.70601058006287,186.0171160697937,128.21043372154236,162.00068593025208,2.1964378356933594,2.0576171875,2.19614839553833,2.190279722213745,0.017953157424926758,0.018078088760375977
120,14,1.4888269901275635,1.4737911224365234,1.4791193008422852,1.48530912399292,2.083315134048462,2.0254437923431396,2.0876786708831787,2.036637544631958,0.018077611923217773,0.018146514892578125
12,15,1029.8328063488007,1529.4328472614288,1089.097589969635,1028.5824735164642,81.01237392425537,97.35035586357117,87.94725275039673,62.920066595077515,0.01703786849975586,0.017414331436157227
24,15,870.3150601387024,704.2997615337372,790.2744438648224,1048.53280711174,16.942328691482544,14.934187173843384,16.93989634513855,16.951767444610596,0.0096282958984375,0.009698629379272461
48,15,186.19154977798462,185.17403411865234,186.18728518486023,185.77199935913086,2.3585596084594727,2.2674646377563477,2.3472952842712402,2.275294780731201,0.017975330352783203,0.018155813217163086
120,15,1.4826014041900635,1.484199047088623,1.4754376411437988,1.4839298725128174,2.0542609691619873,2.0233466625213623,2.0150647163391113,2.0528173446655273,0.018321514129638672,0.018379926681518555
