Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller
6,0,22.751421689987183,29.85120129585266,18.824491500854492,30.087602138519287,9.10985541343689,9.508188962936401,7.962902784347534,9.114824056625366,0.0010571479797363281,0.0017669200897216797
12,0,29.68762993812561,48.24493098258972,47.28522872924805,46.50158429145813,9.595623254776001,8.032640933990479,11.940712690353394,7.1767354011535645,0.002254009246826172,0.0022864341735839844
24,0,68.99602818489075,50.928080320358276,65.59456086158752,54.2673499584198,6.195643424987793,10.549145936965942,6.26119589805603,10.476431846618652,0.002513885498046875,0.0025475025177001953
60,0,47.401060342788696,47.931761741638184,34.2973153591156,42.48105001449585,6.984392166137695,4.335758924484253,6.943051338195801,6.755490779876709,0.0015866756439208984,0.001613616943359375
6,1,36.56638550758362,47.909708738327026,47.3318133354187,45.76290154457092,10.771651029586792,10.883801937103271,10.715882062911987,11.239579916000366,0.0020303726196289062,0.0020647048950195312
12,1,41.259310483932495,42.84298753738403,25.083060264587402,43.20700025558472,6.725501775741577,5.94364333152771,6.057846546173096,8.046822547912598,0.002275228500366211,0.002321481704711914
24,1,51.7349750995636,45.22797775268555,57.49072861671448,33.31017589569092,11.395811319351196,10.827100276947021,11.10944938659668,11.386310815811157,0.001415252685546875,0.0014176368713378906
60,1,50.404016971588135,53.86345100402832,54.75859808921814,42.19509696960449,5.7814648151397705,4.88202977180481,5.633869647979736,5.845526695251465,0.0028307437896728516,0.00295257568359375
6,2,28.266279458999634,35.74164271354675,29.027132511138916,35.73850989341736,11.004805088043213,11.737821340560913,11.141517162322998,11.779741525650024,0.0019500255584716797,0.0019750595092773438
12,2,44.08783984184265,39.93227481842041,32.01575970649719,46.8755407333374,10.553398847579956,6.249547958374023,10.276881694793701,10.034548282623291,0.0022628307342529297,0.002321004867553711
24,2,61.0460684299469,61.676064252853394,63.41889834403992,45.41931986808777,7.438676834106445,7.25430965423584,7.189399242401123,7.5119359493255615,0.002443075180053711,0.002497434616088867
60,2,60.76572799682617,61.58688187599182,60.10300803184509,44.01268672943115,6.17729640007019,5.9933507442474365,6.361964225769043,6.0232765674591064,0.002752542495727539,0.002778291702270508
6,3,35.50255346298218,35.18879175186157,35.882843017578125,35.96594476699829,13.069278478622437,12.377917528152466,12.89385724067688,12.686164379119873,0.0021500587463378906,0.002124309539794922
12,3,43.3665189743042,54.82334804534912,59.61581993103027,43.58618211746216,9.177566289901733,10.873858451843262,13.69827389717102,13.20090389251709,0.002345561981201172,0.002507925033569336
24,3,59.95558214187622,59.500929832458496,49.495463609695435,59.44312500953674,9.557884216308594,11.316853046417236,10.69749402999878,11.253652811050415,0.0025680065155029297,0.002613067626953125
60,3,39.897101163864136,52.82460260391235,51.65391564369202,42.73474311828613,4.723291397094727,4.499513864517212,4.727299451828003,4.466810464859009,0.0027713775634765625,0.0028104782104492188
6,4,23.407586812973022,19.096768379211426,21.098983764648438,21.049906730651855,13.25925326347351,8.053311347961426,10.002722978591919,13.749059438705444,0.002027750015258789,0.0020668506622314453
12,4,23.521156549453735,24.599053382873535,26.359079122543335,32.22824311256409,12.424147367477417,13.070005178451538,12.705304861068726,12.682045936584473,0.001287221908569336,0.001346588134765625
24,4,71.30275082588196,59.656739950180054,71.44341444969177,70.04138779640198,5.473894119262695,9.243058919906616,5.584845542907715,8.148932456970215,0.0025513172149658203,0.002604961395263672
60,4,46.227710008621216,49.61541509628296,48.72558283805847,48.13047933578491,3.5197842121124268,3.518056631088257,3.463869094848633,2.5157814025878906,0.0015249252319335938,0.0018262863159179688
6,5,30.980234384536743,25.078136920928955,32.3476459980011,36.15857148170471,13.560245037078857,14.457677841186523,15.511954545974731,15.163229703903198,0.001992940902709961,0.0020399093627929688
12,5,55.619046449661255,58.045905351638794,52.249759912490845,60.434258460998535,12.620740175247192,7.373919725418091,9.929504156112671,8.79563021659851,0.002299785614013672,0.002357006072998047
24,5,53.70628118515015,62.76701092720032,38.523245334625244,64.13234066963196,9.003691911697388,5.305118799209595,8.652894496917725,8.993992328643799,0.0013942718505859375,0.0014317035675048828
60,5,54.17271018028259,48.28585386276245,56.89393663406372,35.56095266342163,4.86031699180603,4.778199672698975,5.050604343414307,4.806329011917114,0.0027289390563964844,0.0027980804443359375
6,6,44.70616602897644,49.60750889778137,44.63607573509216,47.18649077415466,11.585214138031006,11.69201397895813,11.72557258605957,11.793334484100342,0.0020439624786376953,0.0020356178283691406
12,6,61.87119197845459,65.05095887184143,61.9392876625061,47.100982666015625,10.251400232315063,6.368300676345825,10.171645164489746,10.178150653839111,0.0021898746490478516,0.0022530555725097656
24,6,39.24554896354675,54.93119931221008,36.63206243515015,53.93280649185181,8.627524852752686,9.016392469406128,13.21923542022705,7.325159549713135,0.002492189407348633,0.002532482147216797
60,6,44.52128744125366,55.72399020195007,52.233181953430176,43.8305938243866,5.939935922622681,4.372032165527344,6.260710716247559,3.7125308513641357,0.0029189586639404297,0.0028867721557617188
6,7,26.566413164138794,27.914995908737183,16.148530960083008,25.867422342300415,12.028884172439575,10.53464126586914,10.581342220306396,11.749730348587036,0.001964092254638672,0.002014636993408203
12,7,50.64116072654724,51.7624146938324,44.0787148475647,50.904457092285156,10.663479804992676,9.179834127426147,10.663959503173828,10.689099073410034,0.002420663833618164,0.0023651123046875
24,7,53.318676233291626,69.82292985916138,66.7935631275177,70.15341877937317,10.656017780303955,7.1572651863098145,10.620954036712646,10.742746114730835,0.002552032470703125,0.002590179443359375
60,7,53.622530937194824,41.2542986869812,45.0239143371582,41.557135343551636,6.189154863357544,3.68738055229187,5.715498924255371,5.331076145172119,0.0027313232421875,0.002765655517578125
6,8,39.36337184906006,42.565165996551514,40.676371812820435,43.03668212890625,7.554080009460449,5.4802446365356445,9.87901520729065,6.787946939468384,0.0010728836059570312,0.0010921955108642578
12,8,43.339818477630615,52.73828315734863,34.09092688560486,35.6410186290741,8.828163623809814,8.87145209312439,8.939167499542236,8.991543054580688,0.0023403167724609375,0.002382516860961914
