Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller
8,0,442.3252682685852,402.8650469779968,362.32431387901306,491.27712512016296,43.43049716949463,49.91091251373291,67.73690176010132,47.163814067840576,0.005530357360839844,0.007586956024169922
16,0,507.0336663722992,474.679612159729,520.6959779262543,518.6943802833557,103.0936930179596,67.25425958633423,104.30417060852051,89.47166228294373,0.010915994644165039,0.010958671569824219
32,0,480.8148720264435,480.9647796154022,498.9267349243164,497.5885307788849,86.86529350280762,113.2757396697998,67.00217390060425,114.54764413833618,0.013390064239501953,0.01344156265258789
80,0,518.8904004096985,485.2130777835846,497.0128207206726,511.6870319843292,65.14144659042358,109.14234495162964,92.42805600166321,88.16962814331055,0.008604049682617188,0.008691072463989258
8,1,547.726723909378,607.6147611141205,558.9697666168213,520.0313301086426,47.66863131523132,70.96195363998413,57.37117004394531,69.79020094871521,0.00922250747680664,0.009453296661376953
16,1,237.45966577529907,236.2410740852356,235.45642375946045,251.2608139514923,99.92633152008057,95.80870461463928,96.73765540122986,97.20920515060425,0.011253833770751953,0.011332511901855469
32,1,446.9703805446625,419.6270670890808,462.71565556526184,448.79483675956726,121.78934955596924,120.48468232154846,96.9855682849884,111.51699662208557,0.013651371002197266,0.013821125030517578
80,1,289.43219900131226,229.1484558582306,407.3172073364258,243.69639468193054,109.92348432540894,85.94325661659241,103.37356781959534,63.450504779815674,0.008470773696899414,0.00850534439086914
8,2,588.2730183601379,381.47377824783325,703.4115905761719,655.6639211177826,57.21184754371643,69.8814959526062,38.970983266830444,70.43975901603699,0.004925727844238281,0.004941701889038086
16,2,213.66733241081238,183.55271887779236,231.74503231048584,227.22576928138733,83.26752614974976,100.40319538116455,69.59452199935913,99.83571672439575,0.006266593933105469,0.006322383880615234
32,2,508.96650290489197,502.90426445007324,514.6088137626648,523.2778098583221,115.90554070472717,116.92665600776672,116.77551174163818,117.22258734703064,0.012925863265991211,0.012955427169799805
