Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,N
14,0,-0.1998776021619219,0.09056166420987448,-0.19963048340001985,0.09078855567293527,0.5219668260331904,0.5213653709323898,0.5221125869221793,0.5227339494519938,1.3590959200727397,0.42924898129722955,0.058919465412588856,71428
28,0,-0.18799493885533847,0.09835489489939263,-0.1876696522454918,0.09866184814728118,0.2914784430617083,0.2957404763541973,0.2784718689384693,0.282845636927554,0.7792571637628578,0.3143336943751027,0.058919465412588856,71428
56,0,0.017595211425393102,0.2201543421172209,0.011679809854248342,0.21454338366217574,0.19596122306968738,0.2900315041256694,0.18265004454979092,0.27646630614421874,0.4314459355225191,0.19898420082864154,0.058919465412588856,71428
140,0,0.20155011114611077,0.20589665195705137,0.19809028669358525,0.20290251620817823,0.1648174180230713,0.20013322574946493,0.164866047504771,0.20024738711900472,0.21224985640869765,0.11926516253114662,0.058919465412588856,71428
14,1,-0.2491193424857981,0.1235825688620572,-0.2494885261813536,0.12326598958351363,0.5341347442569739,0.534304588498269,0.5132985240874349,0.5125706327528984,1.3667587270614554,0.43691178828594524,0.058919465412588856,71428
28,1,-0.03204472863519256,0.2834764029239736,-0.03460766051377565,0.2806128055157553,0.3714906077940256,0.37127831724142474,0.35453999565891026,0.3544778029351457,0.8743819122212511,0.409458442833496,0.058919465412588856,71428
56,1,0.05301257307970567,0.2577068071100966,0.04771136044879435,0.25174459048092523,0.2761663970552124,0.29346451976560595,0.2617956614993091,0.27906132472446493,0.467078795324789,0.23461706063091148,0.058919465412588856,71428
140,1,0.1945427547775383,0.1945671859435894,0.19154858470804534,0.1919327989534674,0.14507540642200004,0.1806641335796672,0.14466432555198658,0.18027976598119816,0.2020432112890349,0.10905851741148388,0.058919465412588856,71428
14,2,-0.3224151850021001,0.038481076484620194,-0.32166235057611103,0.03933020307389136,0.4989955456225513,0.49803859271394185,0.49040390206846907,0.4903503050191772,1.3617083813007356,0.4318614425252254,0.058919465412588856,71428
28,2,-0.19385855037724428,0.10009301614914937,-0.19161849752322438,0.1022889061739753,0.1450232051359558,0.3193552908843179,0.13723678400923275,0.31174728168167115,0.7907218644117169,0.3257983950239618,0.058919465412588856,71428
