Nx,trial,ChaoFOM,ChaoFON,ChaoFRM,ChaoFRN,ChaoIOM,ChaoION,ChaoIRM,ChaoIRN,empirical,miller,GT,N
5,0,0.3541442291724846,0.9019939803060946,0.31659272226660423,0.8551118714874668,0.727659755081215,0.8304354117088247,0.6266165163379546,0.7327440573376882,0.9063137138648343,0.2763137138648343,0.46456589558922934,1000000
10,0,0.32926650830965565,0.644063535413492,0.3215943240615758,0.6399960838830575,0.4773616095438063,0.6226841332921749,0.42040945285961384,0.5711347949172788,0.6816363638908713,0.32163636389087136,0.46456589558922934,1000000
20,0,0.32236640372037767,0.493184916857984,0.31220007794826354,0.4853018031780932,0.5642437817577229,0.5738040229825159,0.5152685442804629,0.5243958420700713,0.5833345692708769,0.3808345692708769,0.46456589558922934,1000000
50,0,0.3521581003606968,0.4001775762157416,0.35081206292489575,0.39844139085751384,0.46246030704190894,0.46148944868180425,0.45251535773496826,0.4534022564840589,0.4670839699650937,0.3860839699650937,0.46456589558922934,1000000
5,1,0.45200779400684904,1.06519699856609,0.4170046776891893,1.0306013729888384,0.6628962741078299,0.875608964374891,0.6659712784986634,0.9036847611958976,1.0441766659019214,0.41417666590192137,0.46456589558922934,1000000
10,1,0.4818984969619135,0.7304122759118116,0.47474341825134214,0.724787947157333,0.5514271637360526,0.6898574576226574,0.5364456657109927,0.6701589360289121,0.7247294434571141,0.4097294434571141,0.46456589558922934,1000000
20,1,0.4823444350684543,0.6705760435687526,0.4668440889508985,0.6492682487889979,0.6257828152726146,0.6306223247614696,0.622885265347448,0.6324647994350506,0.6693596065862977,0.4893596065862977,0.46456589558922934,1000000
50,1,0.3954094493454869,0.4716167450917324,0.3934985510394184,0.47138722643528447,0.5058638255226906,0.5258088951714804,0.49305624699701717,0.5134345803547934,0.5176344713871392,0.43663447138713923,0.46456589558922934,1000000
5,2,0.3989449578950468,0.7448119647124891,0.3802428786742637,0.7170096582126225,0.5040921659458404,0.7632333716714079,0.4687242393916172,0.7303297719057357,0.8265845622936383,0.28658456229363827,0.46456589558922934,1000000
10,2,0.30580945360966344,0.5921603568191269,0.298043827178651,0.5808847068276504,0.6118668764796203,0.6996468033020836,0.4846424185328517,0.5725978078365928,0.6661204190220813,0.3511204190220813,0.46456589558922934,1000000
20,2,0.4652186006526738,0.6060252829515701,0.45456443339264446,0.6034278549815608,0.49048981534751834,0.6239643916187048,0.48989297374574936,0.6230691292160512,0.631925704167831,0.47442570416783103,0.46456589558922934,1000000
50,2,0.45988061458875396,0.5291090672815467,0.4571739303911798,0.5268011570891099,0.5040608128710955,0.5417352314757466,0.5032816571089718,0.5409560757136229,0.542797957870806,0.46179795787080596,0.46456589558922934,1000000
5,3,0.34014291886922343,0.8379226844788153,0.32108665175391754,0.8120715887426987,0.5167604466965207,0.7515095276285545,0.4635917515575053,0.7069688882845951,0.7594019046635294,0.1294019046635294,0.46456589558922934,1000000
10,3,0.3234350963145612,0.6012505598152534,0.3265919780139022,0.5996994694308133,0.5274058038218693,0.6360541821532543,0.4714221233774346,0.5828950527848444,0.6683089217649694,0.3083089217649694,0.46456589558922934,1000000
20,3,0.4218454333631797,0.5521941432358102,0.41907590873841566,0.5510246938754616,0.5959909730318232,0.6115487603265225,0.5570588497719354,0.5625180007817986,0.6272460896122762,0.4247460896122762,0.46456589558922934,1000000
50,3,0.42992969356066785,0.47052394920898616,0.42851912894982075,0.4713446236608935,0.505415685434269,0.5283081163388421,0.4885190954601127,0.5116066873651172,0.5249062015327461,0.4439062015327461,0.46456589558922934,1000000
5,4,0.29751518594383486,0.7319988292927829,0.28254285374248916,0.719174960359189,0.6691167920543892,0.8353256228741852,0.3503324164724164,0.5164759452690575,0.788300663863267,0.338300663863267,0.46456589558922934,1000000
10,4,0.5023485900204793,0.7757819771629254,0.48193524920245495,0.7478126507372984,0.5537285652135989,0.7647378481077219,0.484617360891948,0.6960897386095936,0.7440761387125052,0.4290761387125052,0.46456589558922934,1000000
20,4,0.3926406248513961,0.586449146385051,0.37533489247362556,0.5667329974070103,0.46670214520533276,0.6336451575051344,0.43126609249880105,0.595968976825741,0.5932191106353963,0.3907191106353963,0.46456589558922934,1000000
50,4,0.4038906359051381,0.4841667951564883,0.39709308777255103,0.4761137016091762,0.45090812199253794,0.4923420404721421,0.44833792061153394,0.4894482642206538,0.4989449300379949,0.4179449300379949,0.46456589558922934,1000000
5,5,0.33078479648372777,0.804872719407253,0.28714132989539365,0.7492054525898463,0.44620122276242935,0.5462012227624293,0.4462012227624298,0.5462012227624297,0.6063223508353457,0.3363223508353457,0.46456589558922934,1000000
10,5,0.10039969039435907,0.30307642071646373,0.10417018741608078,0.3053143839189302,0.6086853503667179,0.6598019613294479,0.4752247236034064,0.5224757018247068,0.564163266331378,0.20416326633137805,0.46456589558922934,1000000
20,5,0.28466237954027235,0.44576181108036633,0.2619047823680336,0.4215962287908914,0.4034041647819844,0.46277114473128517,0.39182103046761096,0.4540695459289689,0.4726167492600424,0.2926167492600424,0.46456589558922934,1000000
50,5,0.34167751822646564,0.39714191293677925,0.3385865195793674,0.3969383241947122,0.4157089810135341,0.4451962874735261,0.4007867864933032,0.4298859390090791,0.4476438197219643,0.3666438197219643,0.46456589558922934,1000000
5,6,0.40248719525665866,0.9853418085883339,0.3566631523591203,0.9638969656389056,0.7579205427065888,0.8956208967906426,0.7268121786779567,0.8519706698457197,0.9884558279565172,0.26845582795651723,0.46456589558922934,1000000
10,6,0.5251895068218717,0.8879337955758048,0.47342622129697004,0.8361960883332211,0.7617868233467142,0.8599518035120225,0.7581872833693263,0.8500338352740032,0.9126644751013959,0.5076644751013959,0.46456589558922934,1000000
20,6,0.4009069134475926,0.5558215719039166,0.39287419890677133,0.5499346205915047,0.46441573308402095,0.6299113256166667,0.41066425601964457,0.5754248285344932,0.6015030958132135,0.39900309581321347,0.46456589558922934,1000000
50,6,0.45210046715994945,0.5314409963011282,0.44748826306991735,0.5263974913253152,0.5478765370267968,0.548445249956806,0.5412961206094574,0.5421002499234369,0.5488461734254315,0.4678461734254315,0.46456589558922934,1000000
5,7,0.13588562309384974,0.2815624446511297,0.13587130054526708,0.2815485136736984,0.5608854074053813,0.7597116499989518,0.42326831117970076,0.6233117822224811,0.7990816560434597,0.2590816560434597,0.46456589558922934,1000000
10,7,0.24391119911473813,0.5447752529594388,0.18626328683340207,0.49807209016315945,0.4664807163354386,0.5560202882234113,0.3984864260030178,0.4863644507472257,0.5063285516868365,0.19132855168683655,0.46456589558922934,1000000
20,7,0.3284649874943775,0.4967691396170613,0.30209214815830066,0.47579150761546257,0.41514542863550646,0.482279702563937,0.4092394031252042,0.4757317006361808,0.48184981268530747,0.3243498126853075,0.46456589558922934,1000000
50,7,0.39690583800531015,0.47405413517930345,0.3939101864380382,0.4729225556638391,0.45179807338203504,0.4776011656016196,0.4491136310396044,0.4757413613202208,0.4874701092823006,0.4064701092823006,0.46456589558922934,1000000
5,8,0.3882250532855446,0.9508732488446084,0.37147115083801807,0.9234103788577439,0.7293633839282716,0.841970826442499,0.6518991112731974,0.7592166279763064,1.0508672721852976,0.4208672721852976,0.46456589558922934,1000000
10,8,0.4558371199884009,0.7798775097710486,0.441303200664854,0.7632027141808206,0.6182831561538492,0.7055679850686116,0.609751075003409,0.7006582613814741,0.8599530675046858,0.5449530675046859,0.46456589558922934,1000000
20,8,0.42780924777067575,0.5139599526616208,0.4297207465086362,0.5126074329935331,0.5784131988463492,0.6119853555867875,0.584581136882148,0.6181479308111348,0.6751825626958352,0.4951825626958352,0.46456589558922934,1000000
50,8,0.5105456115845174,0.5535628614363863,0.5086788559883197,0.5514539736522879,0.57670339949002,0.5969968208459971,0.559997840895748,0.5803655822270459,0.6013681014546961,0.5203681014546961,0.46456589558922934,1000000
