0,166666,0,0,0,0,0,0,0,0
0,166666,0,0,0,0,0,0,0,0
0,133412,26540,5417,1029,205,50,8,3,2
43,99925,40140,16019,6366,2513,993,415,182,70
1669,66503,40314,24069,14344,8633,5010,3076,1891,1157
22559,33333,26374,21461,17016,13523,10857,8692,7155,5696
