255,744,756,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,783,739,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,758,760,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,743,757,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,749,762,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,754,766,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,762,736,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,770,736,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,762,746,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,738,734,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,760,758,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,732,778,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,752,757,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,773,726,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,741,774,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,785,726,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,731,765,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,721,755,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,758,729,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,785,720,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,763,756,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,745,733,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,790,708,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,760,748,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,732,779,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,750,757,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,762,750,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,731,767,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
