62500,0,0,0
31204,15634,15662,0
31078,15597,15825,0
10451,20754,20810,10485
31422,31078,0,0
10521,36528,5133,10318
10332,36712,5108,10348
0,31197,0,31303
31014,0,31486,0
10495,5390,36124,10491
10518,5087,36493,10402
0,0,31211,31289
10546,20994,20550,10410
0,15687,15761,31052
0,15635,15560,31305
0,0,0,62500
