0,142857,0,0,0,0,0,0,0,0
0,142857,0,0,0,0,0,0,0,0
0,119033,19982,3214,520,86,18,4,0,0
5,95593,31535,10572,3463,1145,370,115,39,20
274,71481,35705,17742,8969,4446,2312,1119,543,266
3576,47980,31566,21260,14081,9366,6206,4095,2803,1924
27885,23734,19818,16480,13669,11410,9457,8092,6756,5556
