292,777,72,143,60,137,0,0,758,1109,128,155,125,150,0,0
306,767,67,139,80,159,0,0,739,1075,138,153,142,141,0,0
62,399,31,188,40,196,9,28,426,1238,198,428,174,406,29,54
271,781,66,148,60,149,0,0,779,1116,139,119,155,123,0,0
60,392,35,174,45,205,9,47,413,1165,229,445,166,428,37,56
72,457,31,181,45,186,6,32,401,1224,182,401,193,421,30,44
0,143,0,125,0,155,0,76,133,1113,142,774,159,753,65,268
299,788,70,126,69,131,0,0,778,1079,159,132,146,129,0,0
61,427,35,185,33,216,7,44,422,1174,196,424,168,408,42,64
55,395,28,186,42,192,8,31,416,1246,198,418,191,410,34,56
0,135,0,154,0,114,0,74,147,1069,152,793,121,796,78,273
40,391,38,208,32,206,11,40,424,1211,194,414,209,400,34,54
0,152,0,139,0,147,0,72,134,1106,113,783,135,775,65,285
0,129,0,131,0,136,0,94,126,1146,160,743,129,773,63,276
0,0,0,0,0,0,0,0,0,815,0,1081,0,1172,0,838
820,0,1119,0,0,0,0,0,1101,0,866,0,0,0,0,0
270,73,803,149,70,0,136,0,756,163,1067,140,146,0,133,0
281,78,734,147,52,0,143,0,726,172,1170,139,134,0,130,0
56,28,411,189,50,10,199,32,411,198,1241,402,184,35,408,52
310,76,758,132,70,0,128,0,756,133,1109,154,136,0,144,0
52,37,380,203,27,8,192,47,423,193,1202,435,171,44,432,60
62,38,437,172,39,9,207,33,427,179,1238,403,187,43,379,53
0,0,138,134,0,0,143,55,135,138,1130,801,131,82,744,275
289,70,745,144,75,0,134,0,754,145,1118,149,138,0,145,0
55,40,406,200,47,8,196,48,429,187,1223,401,187,28,392,59
57,36,418,210,40,13,178,39,432,198,1200,407,202,31,385,60
0,0,142,150,0,0,115,70,126,111,1110,806,152,76,762,286
62,30,419,168,34,5,191,33,415,204,1178,431,197,36,441,62
0,0,143,147,0,0,143,81,118,128,1119,782,125,73,737,310
0,0,147,120,0,0,138,66,147,138,1110,769,148,64,766,293
0,0,0,0,0,0,0,0,0,0,798,1147,0,0,1102,859
296,583,586,489,0,0,0,0,606,519,545,282,0,0,0,0
61,321,286,594,8,50,53,77,297,614,614,649,59,83,78,62
66,307,293,597,18,58,60,86,295,599,615,616,51,87,89,69
0,98,89,505,0,49,41,193,91,501,527,1109,46,181,185,291
65,294,247,576,16,56,48,115,300,636,605,651,64,89,92,52
0,113,92,493,0,41,51,177,93,521,514,1110,44,197,192,268
0,92,87,533,0,50,52,194,99,524,486,1119,57,183,180,250
0,0,0,285,0,0,0,195,0,282,283,1647,0,209,226,779
59,299,322,584,13,55,62,75,297,598,632,627,50,83,85,65
0,95,75,514,0,47,48,162,103,518,485,1160,49,184,204,262
0,101,85,527,0,44,35,199,72,506,495,1113,44,186,199,300
0,0,0,288,0,0,0,217,0,294,262,1609,0,213,215,808
0,91,84,527,0,52,45,197,84,525,519,1107,45,178,186,266
0,0,0,262,0,0,0,227,0,296,246,1600,0,214,221,840
0,0,0,273,0,0,0,200,0,253,276,1626,0,198,234,846
0,0,0,0,0,0,0,0,0,0,0,1943,0,0,0,1963
876,0,0,0,1066,0,0,0,1090,0,0,0,874,0,0,0
237,79,92,0,759,140,132,0,774,132,130,0,1152,144,135,0
283,64,61,0,822,139,133,0,754,136,135,0,1124,130,125,0
53,24,39,13,384,202,178,36,432,178,212,28,1260,417,395,55
273,59,78,0,720,145,137,0,799,143,139,0,1122,136,155,0
61,40,33,7,414,184,212,42,442,164,184,38,1209,399,422,55
51,42,41,10,400,190,193,27,460,186,201,48,1181,424,400,52
0,0,0,0,125,171,132,64,142,130,140,75,1108,762,782,275
302,75,80,0,760,132,143,0,769,132,124,0,1117,133,139,0
53,34,33,14,387,221,174,38,407,189,178,41,1206,405,463,63
57,39,48,8,443,225,209,37,378,215,192,45,1168,393,406,43
0,0,0,0,128,147,149,52,110,114,140,98,1140,787,775,266
61,40,34,11,404,226,189,34,391,169,210,43,1177,441,418,58
0,0,0,0,124,136,151,72,128,133,140,67,1109,762,764,320
0,0,0,0,137,120,133,70,124,173,146,69,1072,785,764,313
0,0,0,0,0,0,0,0,0,0,0,0,892,1112,1054,848
292,577,0,0,566,556,0,0,550,575,0,0,549,241,0,0
48,310,15,47,285,613,58,76,284,615,50,84,689,604,78,50
56,278,9,50,271,602,57,91,298,642,53,81,634,647,75,62
0,87,0,49,85,532,47,208,85,478,55,180,516,1135,200,249
60,298,13,54,275,636,56,87,297,625,72,83,595,633,76,46
0,97,0,36,96,506,50,190,77,512,46,196,516,1132,184,268
0,107,0,46,98,515,48,200,100,503,50,167,561,1047,194,270
0,0,0,0,0,292,0,210,0,273,0,194,284,1571,226,856
55,309,9,70,289,644,76,81,308,566,54,80,588,657,75,45
0,80,0,44,92,492,56,197,104,485,46,187,514,1131,199,279
0,99,0,39,105,523,53,176,93,490,44,176,505,1136,164,303
0,0,0,0,0,262,0,216,0,298,0,211,254,1591,208,866
0,87,0,47,94,542,39,183,96,494,29,196,508,1133,188,270
0,0,0,0,0,293,0,228,0,267,0,194,273,1597,206,848
0,0,0,0,0,276,0,205,0,282,0,222,258,1649,189,825
0,0,0,0,0,0,0,0,0,0,0,0,0,1958,0,1948
276,0,565,0,506,0,566,0,569,0,587,0,562,0,275,0
56,17,280,52,299,52,619,77,299,50,631,84,633,76,623,58
56,15,312,60,304,55,615,81,296,66,592,69,602,82,651,50
0,0,111,47,92,46,506,185,89,45,529,165,515,178,1084,314
53,11,293,53,271,63,626,74,288,46,619,100,593,86,672,58
0,0,80,44,80,43,539,202,98,49,539,181,527,171,1088,265
0,0,92,52,112,45,557,204,93,54,524,184,493,159,1057,280
0,0,0,0,0,0,280,207,0,0,277,222,280,232,1565,843
42,14,275,51,297,65,600,68,280,57,624,78,646,90,662,57
0,0,88,42,94,55,544,197,82,47,433,187,528,156,1149,304
0,0,87,37,89,43,549,193,98,46,492,164,519,186,1106,297
0,0,0,0,0,0,261,198,0,0,287,201,301,207,1635,816
0,0,104,47,106,34,476,166,93,42,508,183,511,199,1148,289
0,0,0,0,0,0,285,226,0,0,292,220,298,199,1584,802
0,0,0,0,0,0,261,216,0,0,255,183,266,204,1644,877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,1995
60,220,228,312,233,293,376,247,194,326,355,198,329,209,267,59
0,58,67,307,75,293,280,399,90,285,279,423,274,397,421,258
0,53,81,274,63,260,286,424,65,295,298,415,247,421,451,273
0,0,0,117,0,146,153,564,0,162,132,533,137,559,549,854
0,77,60,297,62,268,284,433,63,278,295,422,283,390,400,294
0,0,0,135,0,153,148,552,0,141,136,550,146,568,540,837
0,0,0,137,0,153,137,574,0,140,133,561,122,580,573,796
0,0,0,0,0,0,0,475,0,0,0,463,0,494,503,1971
0,63,74,268,73,254,293,432,78,269,295,418,278,403,429,279
0,0,0,152,0,130,156,602,0,157,127,576,128,508,548,822
0,0,0,136,0,142,162,542,0,117,126,563,147,521,575,875
0,0,0,0,0,0,0,516,0,0,0,474,0,471,475,1970
0,0,0,148,0,136,146,543,0,148,125,557,153,582,543,825
0,0,0,0,0,0,0,462,0,0,0,485,0,462,470,2027
0,0,0,0,0,0,0,462,0,0,0,456,0,531,496,1961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906
