sample_size,trial,mi_empirical,mi_miller,mi_chao
1432,0,0.41002520186963254,0.32517883315454876,0.4066792904486111
1432,1,0.3907503638331592,0.3079989671851145,0.3686071559871755
1432,2,0.40215656320946935,0.320103490583771,0.3904871334863075
1432,3,0.3908500326285831,0.30879696000288476,0.36080946904248645
1432,4,0.38656383059608734,0.304510757970389,0.38215511885075837
1432,5,0.4111751404663063,0.32772541979591524,0.40170430844348987
1432,6,0.4166402329806288,0.3335396743214109,0.40387814202064104
1432,7,0.4119687250504469,0.3295664904135754,0.40782093827407717
1432,8,0.4010228271341919,0.3182714304861472,0.3745110777394197
1432,9,0.3900304168641189,0.3055332101602083,0.36625358701689853
1432,10,0.40387660953675564,0.32042688886636456,0.39412278038598864
1432,11,0.37609096678105114,0.2936887321441796,0.3710922046852135
1432,12,0.40163915292878216,0.31749110823604476,0.3982764284435625
1432,13,0.4213173045587756,0.33891506992190407,0.41790967333290174
1432,14,0.3823796224741798,0.30067571185965464,0.3787021416975255
1432,15,0.396747930286487,0.31225072358257644,0.35324662245212857
1432,16,0.38673723587904507,0.30084338113044173,0.3822950505326699
1432,17,0.39184203472852297,0.30490069394640007,0.37939635572011077
1432,18,0.4078862695142529,0.324785710855035,0.4037357188426248
1432,19,0.4090209816909943,0.3273170710764692,0.4059192668645115
1432,20,0.3864267006686284,0.3029769799982373,0.3751236680330359
1432,21,0.39792196654491563,0.3162180559303905,0.38337198058722605
1432,22,0.39915073148115043,0.31814514488897166,0.39478594211851226
1432,23,0.4051540906915908,0.32379934208823885,0.401893708789926
1432,24,0.4033840744430318,0.32202932583967986,0.39177498046970727
1432,25,0.38990341357757186,0.3064536929071808,0.3784622346522355
1432,26,0.39797096406387444,0.3117279473040979,0.3665038314387142
1432,27,0.3942112647220466,0.31250735410752145,0.36388387043923553
1432,28,0.3977611341090259,0.3139622514274617,0.3682257726370569
1432,29,0.38392248925993067,0.29977444456719327,0.3812651755863631
2864,0,0.37285210067228536,0.3269372962030116,0.3573233275818747
2864,1,0.3727907770651562,0.3268759725958824,0.34946087715888513
2864,2,0.39121499380893066,0.3451256083340703,0.3886976102269202
2864,3,0.3626908555343372,0.31677605106506346,0.33763213937066144
2864,4,0.3791258497198471,0.3342585312840929,0.3667492198326651
2864,5,0.37893525123714955,0.3331950277734624,0.3764165209448407
2864,6,0.38846540427138354,0.34307434281886956,0.37183923293715676
2864,7,0.38177269714942774,0.3342866636298747,0.37698408533249034
2864,8,0.3825077569141363,0.33537088540575644,0.37954000695019063
2864,9,0.39034707991527495,0.34513059946834757,0.3869516826308498
2864,10,0.3725223009628722,0.32643291548801184,0.36322918544331306
2864,11,0.3970119620001237,0.3512717385364365,0.3738426149646375
2864,12,0.40037028568925703,0.35480464323115646,0.39220504347704166
2864,13,0.3841575021602408,0.33771895467420726,0.38240463668899505
2864,14,0.3861754685833889,0.33973692109735537,0.36863228589406877
2864,15,0.3987878041061679,0.35409506667600027,0.39533684222853216
2864,16,0.39469420693668866,0.3486048214618283,0.3919994320132666
2864,17,0.38177389834954467,0.3358590938802709,0.3653431644492647
2864,18,0.38095573828494644,0.33539009582684587,0.3784476433516727
2864,19,0.3902576264297638,0.3455648889995962,0.38673897115086886
2864,20,0.39853543128389846,0.35436643687049063,0.3952642061174503
2864,21,0.3781819123711737,0.3315687838795536,0.35430115681797175
2864,22,0.3888560926588088,0.34346503120629485,0.3862161133075068
2864,23,0.37349988664348643,0.32880714921331883,0.36210234619251547
2864,24,0.3880902817747157,0.34060424825516267,0.384726760003976
2864,25,0.3779059984796761,0.3326895180327487,0.36999895923950293
2864,26,0.38347569470216136,0.3379100522440608,0.38040522512117814
2864,27,0.3780776650653549,0.33111537456256157,0.3753734803050256
2864,28,0.37073330609835353,0.3260405686681859,0.3623790991502647
2864,29,0.3815816291656601,0.33461933866286675,0.3778989461479074
5728,0,0.3901568562310994,0.36527906293501,0.38763972162464566
5728,1,0.3584471021941684,0.3338311804064589,0.3560261027031565
5728,2,0.3991824034355458,0.3747410626534229,0.39716503055927876
5728,3,0.3838675988909007,0.3591643866003979,0.3821621887273077
5728,4,0.3794846850843028,0.3548687632965933,0.3716551344264287
5728,5,0.38084219749845805,0.3556152421911955,0.3782335632600579
5728,6,0.382610597719549,0.3579946759318395,0.380609203481896
5728,7,0.3742673024598808,0.34930221866099814,0.36542517704161304
5728,8,0.3803637331673615,0.35513677786009895,0.37143099277630676
5728,9,0.3834710863291726,0.3581568405191167,0.3813204275202955
5728,10,0.37765201328777653,0.3529488009972737,0.376878922610143
5728,11,0.38138189945252077,0.3567659776648113,0.37944407352799614
5728,12,0.3791546882220741,0.35375315190922496,0.37584738501215675
5728,13,0.3687932925291644,0.34452653275262807,0.3556871728427718
5728,14,0.36478759035754416,0.3404335400782145,0.36284252722046173
5728,15,0.3702351431833272,0.3456192213956177,0.36811079098017363
5728,16,0.3866465767625248,0.3617687834664354,0.3830872033026771
5728,17,0.3782528463067225,0.3539860865301862,0.3698150941349325
5728,18,0.36798681864518645,0.3436327683658568,0.3594445288319655
5728,19,0.38111021944087176,0.35649429765316226,0.3723122424895245
5728,20,0.372774647860588,0.34728582104494554,0.3598283237424162
5728,21,0.38046074035712163,0.3555829470610322,0.3790346898068401
5728,22,0.37299481252401,0.3490772147586469,0.37057730009703593
5728,23,0.38456907737613355,0.36012773659401065,0.37962911843486635
5728,24,0.3716066154401063,0.3467288221440169,0.37001070769955313
5728,25,0.3829269604839295,0.3584856197018066,0.3715296112585898
5728,26,0.37633911215606386,0.35189777137394096,0.37641031950193493
5728,27,0.37270124777037716,0.34808532598266767,0.3712772302046752
5728,28,0.3770346812322959,0.3518950164278266,0.3745705782499502
5728,29,0.37449180005218896,0.35013774977285933,0.36252454086567737
14320,0,0.3758856099799138,0.36495683903019316,0.3727452777025473
14320,1,0.373904247763852,0.362940560613014,0.37291697072547764
14320,2,0.3817705663003196,0.37105129255730285,0.3783352504767094
14320,3,0.3703563872945873,0.3595672811493359,0.3693437815806263
14320,4,0.37507223309087623,0.36431804314674215,0.3726939949507825
