sample_size,trial,mi_empirical,mi_miller,mi_chao
1935,0,1.0,0.8798449612403101,0.9030041935631162
1935,1,1.0,0.8780361757105943,0.8610822977950537
1935,2,1.0,0.8780361757105943,0.9195044650054643
1935,3,1.0,0.8795865633074935,0.9137635328164956
1935,4,1.0,0.882170542635659,0.8712664737421134
1935,5,1.0,0.8777777777777778,0.9002312994285983
1935,6,1.0,0.8798449612403101,0.8786449613269642
1935,7,1.0,0.8775193798449612,0.9109574423084275
1935,8,1.0,0.8770025839793282,0.9011775134292322
1935,9,1.0,0.875968992248062,0.9035197381838367
1935,10,1.0,0.8798449612403101,0.918408497390518
1935,11,1.0,0.8788113695090439,0.8701503672664701
1935,12,0.9999999999999998,0.8764857881136949,0.9016006256575354
1935,13,1.0,0.879328165374677,0.8858284947729714
1935,14,1.0,0.8775193798449612,0.8988797974226215
1935,15,1.0,0.879328165374677,0.9017378134676258
1935,16,1.0,0.8777777777777778,0.8796868945880646
1935,17,1.0,0.8795865633074935,0.9067987289084464
1935,18,1.0,0.8770025839793282,0.9037413270150846
1935,19,1.0,0.879328165374677,0.9004496363882653
1935,20,1.0,0.8762273901808786,0.9094861405274342
1935,21,1.0,0.8782945736434109,0.8957782844439157
1935,22,1.0,0.8801033591731267,0.852737159647122
1935,23,1.0,0.882687338501292,0.9103708893635168
1935,24,1.0,0.8816537467700258,0.8441012907288091
1935,25,1.0,0.8762273901808786,0.8970453630944873
1935,26,1.0,0.8798449612403101,0.9043014685521316
1935,27,1.0,0.8813953488372093,0.8788759064897183
1935,28,1.0,0.8777777777777778,0.8771509031183035
1935,29,1.0,0.8795865633074935,0.9012691260553858
3870,0,1.0,0.9324289405684755,0.9937731116411122
3870,1,1.0,0.9344961240310078,0.988350989756926
3870,2,1.0,0.9320413436692506,0.9866152970635687
3870,3,1.0,0.9333333333333333,0.9881244018592088
3870,4,1.0,0.9326873385012919,0.9904971030633011
3870,5,1.0,0.9319121447028423,0.9913484550703455
3870,6,1.0,0.9320413436692506,0.9935214312756577
3870,7,1.0,0.9317829457364342,0.9888983375157334
3870,8,1.0,0.9319121447028423,0.9872348831426869
3870,9,1.0,0.9321705426356589,0.9887757050694517
3870,10,1.0,0.9308785529715762,0.9453614585289051
3870,11,1.0,0.9308785529715762,0.9871885908024822
3870,12,1.0,0.931266149870801,0.9865033498218013
3870,13,1.0,0.9317829457364342,0.9895358857761665
3870,14,1.0,0.9329457364341085,0.9869725611497804
3870,15,1.0,0.9320413436692506,0.987853327323397
3870,16,1.0,0.9328165374677002,0.98806995491484
3870,17,1.0,0.9308785529715762,0.9934918800248297
3870,18,1.0,0.9333333333333333,0.9891724881732233
3870,19,1.0,0.9319121447028423,0.9210433636643612
3870,20,1.0,0.9317829457364342,0.9865681258617361
3870,21,0.9999999999999998,0.9333333333333331,0.9864267550863925
3870,22,1.0,0.9313953488372093,0.9463653397456362
3870,23,1.0,0.9320413436692506,0.9867801920749691
3870,24,1.0,0.9313953488372093,0.9863968271815574
3870,25,1.0,0.9326873385012919,0.9889371392260123
3870,26,1.0,0.9303617571059432,0.9876692056306813
3870,27,1.0,0.9310077519379845,0.9857078471280153
3870,28,1.0,0.9326873385012919,0.9880003629845581
3870,29,1.0,0.9311369509043927,0.9285673686804763
7740,0,1.0,0.9625968992248062,0.9940297270213306
7740,1,1.0,0.9630490956072352,0.9955267312713305
7740,2,1.0,0.9622739018087856,0.993787434241369
7740,3,1.0,0.9614341085271317,0.9952235989462102
7740,4,1.0,0.9627906976744186,0.9941796365398665
7740,5,1.0,0.9632428940568476,0.9927382690153147
7740,6,1.0,0.9631782945736435,0.9948157877444105
7740,7,1.0,0.9628552971576227,0.9975006898244609
7740,8,0.9999999999999999,0.9631136950904392,0.9970998496402668
7740,9,1.0,0.9621447028423773,0.9964256005486385
7740,10,1.0,0.962984496124031,0.9944982835206646
7740,11,1.0,0.9623385012919896,0.9954845258721174
7740,12,0.9999999999999998,0.9622093023255812,0.9960975074404917
7740,13,1.0,0.9630490956072352,0.9957241522143605
7740,14,0.9999999999999999,0.9638888888888888,0.9987296534368546
7740,15,1.0,0.9628552971576227,0.996270610509493
7740,16,1.0,0.962984496124031,0.9950920179952808
7740,17,1.0,0.9624031007751938,0.9964759956555105
7740,18,1.0,0.9622739018087856,0.9937912535925486
7740,19,1.0,0.9631136950904393,0.9986786092968808
7740,20,1.0,0.9625968992248062,0.9970767264524425
7740,21,0.9999999999999999,0.9632428940568474,0.9938943565298483
7740,22,1.0,0.9628552971576227,0.9987911940799983
7740,23,1.0,0.9628552971576227,0.9955242651471383
7740,24,0.9999999999999998,0.962596899224806,0.9947610721907281
7740,25,1.0,0.9630490956072352,0.9941502182960561
7740,26,0.9999999999999998,0.9626614987080101,0.995667993903938
7740,27,1.0,0.9636304909560723,0.9945103441535502
7740,28,0.9999999999999998,0.9624677002583977,0.9949866473978082
7740,29,1.0,0.9631136950904393,0.998640327258379
19350,0,1.0,0.9834625322997416,0.9995117807171889
19350,1,1.0,0.9834366925064599,0.998892948291882
19350,2,1.0,0.98328165374677,0.9994430641022934
19350,3,1.0,0.9835917312661498,0.9991934297822181
19350,4,1.0,0.983514211886305,0.998827708128745
19350,5,1.0,0.9836175710594315,0.9994170972350659
19350,6,1.0,0.9835400516795866,0.9994051350899404
19350,7,0.9999999999999998,0.9837984496124029,0.9990348508336265
19350,8,1.0,0.9838242894056848,0.9996077788833463
19350,9,1.0,0.9837209302325581,0.9990897545264794
19350,10,1.0,0.9837984496124031,0.9996206456809632
